iter	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	h_33	h_34	h_35	h_36	h_37	h_38	h_39	h_40	h_41	h_42	h_43	h_44	h_45	h_46	h_47	h_48	h_49	h_50	h_51	h_52	h_53	h_54	h_55	h_56	h_57	h_58	h_59	h_60	h_61	h_62	h_63	h_64	h_65	h_66	h_67	h_68	h_69	h_70
22	0.00636654	0.0178611	0.0248764	0.0382191	0.0526679	0.0685489	0.0784167	0.0825926	0.0855044	0.0871463	0.0935721	0.0969878	0.0970661	0.0960599	0.102774	0.104591	0.114072	0.132214	0.137152	0.155229	0.155666	0.15461	0.148028	0.144219	0.132668	0.119702	0.104275	0.0964282	0.0824048	0.0705403	0.0570512	0.0526682	0.043978	0.0349189	0.0307007	0.0243031	0.017799	0.00902296	0.00782047	0.00466505	0.00216426	0.00127123	0.0010868	0.0010868	0.000405455	0.000405455	0.000405455	5.60378e-05	5.60378e-05	5.60378e-05	5.60378e-05	5.60378e-05	5.60378e-05	5.60378e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
23	0.00636225	0.0178292	0.0249137	0.038198	0.0526539	0.0685895	0.078425	0.0826015	0.0855158	0.0871582	0.0935861	0.0970018	0.0970812	0.096075	0.102788	0.104604	0.114088	0.132236	0.137175	0.154907	0.155691	0.154642	0.148061	0.144266	0.13273	0.120127	0.104373	0.0965688	0.0825562	0.0707082	0.0572175	0.0528436	0.0441514	0.0350715	0.0308339	0.0244042	0.0178895	0.00907599	0.00786838	0.00470354	0.00218289	0.00128187	0.00109598	0.00109598	0.000408795	0.000408795	0.000408795	5.65407e-05	5.65407e-05	5.65407e-05	5.65407e-05	5.65407e-05	5.65407e-05	5.65407e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
24	0.00634766	0.017831	0.0249283	0.0381534	0.05268	0.0686574	0.0784175	0.0825944	0.0855576	0.0871692	0.0935992	0.0970149	0.0970955	0.0960894	0.102802	0.104573	0.114059	0.132214	0.137153	0.155107	0.155715	0.154673	0.148094	0.144311	0.132791	0.120205	0.104469	0.096708	0.0827063	0.0708746	0.0573824	0.0530177	0.0443234	0.035223	0.0309661	0.0245046	0.0179793	0.00912864	0.00791596	0.00474176	0.00220141	0.00129243	0.0011051	0.0011051	0.000412113	0.000412113	0.000412113	5.70412e-05	5.70412e-05	5.70412e-05	5.70412e-05	5.70412e-05	5.70412e-05	5.70412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
25	0.00634263	0.0178294	0.0249466	0.0381768	0.0526896	0.0686393	0.0783668	0.0826523	0.0853936	0.0871524	0.0935844	0.0971798	0.0972222	0.0961031	0.102815	0.104585	0.114073	0.132234	0.137173	0.155129	0.155737	0.154704	0.148125	0.144356	0.13285	0.120281	0.104565	0.0968457	0.0828549	0.0710396	0.0575461	0.0531903	0.0444942	0.0353734	0.0310973	0.0246042	0.0180686	0.00918092	0.00796319	0.00477972	0.00221981	0.00130291	0.00111415	0.00111415	0.000415408	0.000415408	0.000415408	5.75394e-05	5.75394e-05	5.75394e-05	5.75394e-05	5.75394e-05	5.75394e-05	5.75394e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
26	0.00632129	0.0178501	0.0249571	0.0381758	0.0526795	0.0686332	0.0783583	0.0826597	0.0854033	0.0871622	0.0935962	0.0971915	0.0972352	0.0961162	0.102827	0.104596	0.114086	0.132254	0.137193	0.15515	0.155759	0.154732	0.148155	0.144399	0.132909	0.120357	0.104659	0.096982	0.0830021	0.0712032	0.0577084	0.0533616	0.0446636	0.0355226	0.0312275	0.0247031	0.0181572	0.00923283	0.00801009	0.00481743	0.0022381	0.00131333	0.00112313	0.00112313	0.00041868	0.00041868	0.00041868	5.80351e-05	5.80351e-05	5.80351e-05	5.80351e-05	5.80351e-05	5.80351e-05	5.80351e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
27	0.00631421	0.0178578	0.0249447	0.0381368	0.0527113	0.0686335	0.078338	0.0827197	0.0854124	0.0871715	0.0936075	0.0972027	0.0971167	0.0959976	0.102708	0.104475	0.114099	0.132272	0.137212	0.15517	0.155779	0.15476	0.148183	0.144441	0.132966	0.120431	0.104752	0.0971169	0.0831479	0.0713653	0.0578693	0.0535315	0.0448318	0.0356708	0.0313567	0.0248013	0.0182452	0.00928437	0.00805665	0.00485487	0.00225629	0.00132366	0.00113205	0.00113205	0.00042193	0.00042193	0.00042193	5.85285e-05	5.85285e-05	5.85285e-05	5.85285e-05	5.85285e-05	5.85285e-05	5.85285e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
28	0.00630078	0.0178788	0.0249382	0.0381455	0.052746	0.0686418	0.0783438	0.0826775	0.0854208	0.0870559	0.0935806	0.0972969	0.0972121	0.0960516	0.102718	0.104485	0.11411	0.13229	0.137229	0.155188	0.155797	0.154786	0.148211	0.144482	0.133022	0.120503	0.104844	0.0972503	0.0832922	0.0715259	0.058029	0.0537	0.0449986	0.0358178	0.0314849	0.0248987	0.0183326	0.00933553	0.00810287	0.00489204	0.00227436	0.00133392	0.0011409	0.0011409	0.000425158	0.000425158	0.000425158	5.90194e-05	5.90194e-05	5.90194e-05	5.90194e-05	5.90194e-05	5.90194e-05	5.90194e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
29	0.00632821	0.0178633	0.0249561	0.038114	0.0527977	0.0686732	0.0783328	0.0826326	0.0854611	0.0870639	0.0936246	0.0973064	0.0972227	0.0957642	0.102803	0.104245	0.114195	0.132269	0.137134	0.155095	0.156026	0.1547	0.148237	0.144522	0.133021	0.120518	0.104878	0.0973258	0.0833786	0.0716287	0.0581308	0.0542618	0.0451641	0.0359636	0.0316121	0.0249953	0.0184193	0.00938632	0.00814874	0.00492896	0.00229231	0.00134411	0.00114968	0.00114968	0.000428362	0.000428362	0.000428362	5.9508e-05	5.9508e-05	5.9508e-05	5.9508e-05	5.9508e-05	5.9508e-05	5.9508e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
30	0.00630984	0.0178832	0.0249283	0.0381098	0.0527106	0.0686001	0.0783667	0.0825404	0.0854683	0.0870392	0.0937833	0.0973262	0.0972435	0.095751	0.102789	0.10423	0.114181	0.132377	0.137149	0.15511	0.156043	0.154724	0.148262	0.14456	0.133074	0.120588	0.104967	0.0974563	0.08352	0.0717864	0.0582878	0.0544276	0.0453284	0.0361084	0.0317383	0.0250912	0.0185054	0.00943674	0.00819428	0.00496562	0.00231016	0.00135422	0.0011584	0.0011584	0.000431545	0.000431545	0.000431545	5.99941e-05	5.99941e-05	5.99941e-05	5.99941e-05	5.99941e-05	5.99941e-05	5.99941e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
31	0.00630976	0.0178934	0.0248972	0.038171	0.0527316	0.068607	0.0783496	0.0825235	0.0855176	0.087046	0.0937918	0.0973344	0.0972528	0.0957602	0.102797	0.104237	0.11419	0.132391	0.137163	0.155125	0.156058	0.154746	0.148286	0.144597	0.133127	0.120657	0.105055	0.0975854	0.0836599	0.0719428	0.0584434	0.054592	0.0454913	0.0362521	0.0318635	0.0251863	0.0185909	0.0094868	0.0082395	0.00500203	0.0023279	0.00136426	0.00116705	0.00116705	0.000434705	0.000434705	0.000434705	6.0478e-05	6.0478e-05	6.0478e-05	6.0478e-05	6.0478e-05	6.0478e-05	6.0478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
