s_name	s_LMA	s_Nmass	s_Pmass	s_wsg	s_dbhmax	s_hmax	s_ah	s_seedmass	s_regionalfreq	s_tlp	s_leafarea
Connarus_perrottetii	88.49535600537425	0.01991788962784195	6.89059167864238e-4	0.5	0.48488049999999994	41.31060840586874	0.24558999680902047	1	0.0019723865877712	-1.721515740386168	95
Copaifera_epunctata	75.86477097238281	0.02580891590551314	9.965859803927428e-4	0.6083166666666666	0.8669104999999999	43.319761411249466	0.23980319754921683	1	0.0019723865877712	-1.6821371040696629	45.95404557186198
Copaifera_multijuga	72.10584596947935	0.02687948717948718	0.001095	0.585	0.8496999999999999	42.81535576239659	0.2435090100165157	1	0.0019723865877712	-1.6597742104026194	7
Cordia_bicolor	89.74683172299441	0.02458075357257456	8.794782222222222e-4	0.45064110593451423	0.8322700000000001	35.50541058962152	0.19457603352224473	1	0.0019723865877712	-1.5213008825864198	61.973907004686
Cordia_exaltata	101.98474193033138	0.03621521	9.095953565503408e-4	0.46765368305923255	0.28300000000000003	38.08531016100753	0.25026994262439145	1	0.0019723865877712	-1.6673114776672793	86.45
Cordia_sprucei	91.05531863521368	0.0181	8.820459e-4	0.5424704212454212	0.21	38.8277195433115	0.22680048405185915	1	0.0019723865877712	-1.6464342457965433	128.68905202461204
Cordia_trichoclada	62.19911770337346	0.02591174013198785	8.186435923264186e-4	0.5089700896265251	0.48146885000000017	37.67902555929362	0.2328736971253393	1	0.0019723865877712	-1.5430272071115707	233.409375
Couratari_guianensis	92.878567886388	0.02175891487710144	0.00132314475675	0.48263288284461026	1.1459134999999998	49.43359436257144	0.3499987836297791	1	0.0019723865877712	-1.6605038427762255	207.20683289209987
Couratari_oblongifolia	71.71364286780441	0.02264455942857143	6.54165e-4	0.5006773076923077	0.8378638700000001	44.85174825213097	0.2648138992263495	1	0.0019723865877712	-1.8615	22.5138888888889
Couratari_stellata	93.95170500937586	0.02452754977158192	9.04242564789495e-4	0.6322029131260504	0.92085	54.48203289936864	0.2902328450385404	1	0.0019723865877712	-1.6850992728491372	30
Coussarea_albescens	70.15757561029686	0.0197603765190935	6.557186697551667e-4	0.5842575766716145	0.19518	40.57429129998668	0.23821940020238003	1	0.0019723865877712	-1.6695198716561823	138.00866666666667
Coussarea_longiflora	63.654906291330875	0.02568091502517987	8.432371793705781e-4	0.6182	0.29917790000000016	40.72465132119249	0.24427335077009915	1	0.0019723865877712	-1.6597817331873914	122.32616246899052
Coussarea_macrophylla	72.6449381386584	0.01904545454545454	8.125402734346022e-4	0.6182	0.3566902100000002	40.51856634570757	0.2439750994697425	1	0.0019723865877712	-1.6575673617887956	128.10734403158426
Coussarea_micrococca	35.679633533712774	0.03713333333333333	8.873213248942949e-4	0.6182	0.3031075300000001	40.75015582532976	0.2464275821666957	1	0.0019723865877712	-1.670473824060049	121.81285496015272
Coussarea_ovalis	67.82709370224245	0.02404941044457	8.431389373368126e-4	0.6182	0.202	40.172013577107904	0.23908501742716712	1	0.0019723865877712	-1.659425307959422	125.73645560154074
Cupania_hirsuta	81.2340931819642	0.02228170615146045	9.293759508651224e-4	0.6083571428571428	0.3177860000000001	41.49355722410287	0.2498009171833394	1	0.0019723865877712	-1.5738012545147035	97.40857800138404
Curarea_candicans	85.13092800691473	0.02394185808884123	9.083999758946208e-4	0.6407385034283267	0.47543499500000025	40.06864984233221	0.24324872911108827	1	0.0019723865877712	-1.7137725712774563	151.2781706547162
Curarea_toxicofera	83.36060183388327	0.02430344904904391	8.950628336198737e-4	0.6407385034283267	0.394593655	39.329739914027144	0.2485622241538088	1	0.0019723865877712	-1.6716516254100808	147.25943259851488
Cybianthus_penduliflorus	84.02981573515115	0.0197586573652084	7.654668455972968e-4	0.5925	0.46651389499999985	38.85637707864159	0.2428387694681235	1	0.0019723865877712	-1.7329370176668906	87.71375205510168
Dalbergia_riparia	82.88972477430694	0.02644283602138735	8.525466159128386e-4	0.7868369769119768	0.5866345650000001	43.12797970033198	0.2346550436871956	1	0.0019723865877712	-1.6814294357961617	42.745583758402645
Dalbergia_villosa	83.11379171061265	0.02646036237814461	8.499785912944367e-4	0.7868369769119768	0.6469832899999999	43.00222724240679	0.2338930394386653	1	0.0019723865877712	-1.6040446022217525	38.18771026868912
Deguelia_nitidula	66.42541752562653	0.02450067499389941	0.00125357650174437	0.6407385034283267	0.9697972750000002	41.29936175902208	0.24002815142209136	1	0.0019723865877712	-1.810043256886952	76.18804099806586
Dialium_guineense	76.25638591445835	0.02085	0.001485	0.8124192307692307	0.62499	40.919698676953885	0.2530479498225841	1	0.0019723865877712	-1.6786263257393503	23.93163333333333
Dicella_conwayi	73.16349895268233	0.02277213183783799	9.161706032987264e-4	0.6407385034283267	0.4894924149999996	38.976717209960874	0.2241646235659034	1	0.0019723865877712	-1.6686825390482338	116.75362801438678
Dichapetalum_rugosum	98.3532811954572	0.02028906804113263	7.917719201167737e-4	0.761	0.41792382000000006	41.159807158858285	0.2377649654162014	1	0.0019723865877712	-1.8131326779948125	74.69119620897241
Diclinanona_matogrossensis	83.6214810628561	0.02282831507282358	9.07137667617878e-4	0.47	0.201946	44.710898730477155	0.24633483889505337	1	0.0019723865877712	-1.6339255863401734	96.52334085548328
Dicranostyles_integra	77.08547097967018	0.02437004060937426	9.242695893837936e-4	0.6407385034283267	0.571357775	39.46557451229287	0.24100400752120407	1	0.0019723865877712	-1.6717180904120443	132.2484917134624
Didymopanax_morototoni	82.52955493880387	0.01993340411517272	8.017190716057915e-4	0.575	0.6782794999999999	38.61389902819513	0.24605518339723229	1	0.0019723865877712	-1.7426172994342404	87.52274448960718
Diospyros_guianensis	81.64936880407072	0.02257667780440437	8.217306171589621e-4	0.626	0.17376199999999997	38.20403949871594	0.17931244234861737	1	0.0019723865877712	-1.7260355853060267	95
Diospyros_ropourea	76.0020633732361	0.0241498335881798	8.763659598103593e-4	0.6832751262626262	0.4282228449999998	40.156373272485446	0.2344169977095821	1	0.0019723865877712	-1.5661598052143344	80.70138561327222
