iter	sum1	sum10	sum30	ba	ba10	agb	gpp	npp	rday	rnight	rstem	litterfall
1430	4927.75	441	72.5	24.8516	20.9177	279517	0.11539	0.033254	0	0.0330405	0.00785884	0.00930216
1431	4928	441	72.5	24.8523	20.9186	279528	0.106951	0.0321447	0	0.0297764	0.00698621	0.00780833
1432	4929.25	441	72.5	24.853	20.9194	279538	0.111768	0.0358024	0	0.0295659	0.00693888	0.00739801
1433	4927.75	440.75	72.5	24.852	20.9179	279534	0.116544	0.0363514	0	0.0314739	0.00743784	0.00793452
1434	4927.5	440.75	72.5	24.8534	20.9188	279547	0.119862	0.0372166	0	0.0324674	0.0077013	0.00791339
1435	4927.25	440.75	72.5	24.8546	20.9195	279558	0.097175	0.0277061	0	0.0281315	0.0065674	0.00465686
1436	4926	440.75	72.5	24.8559	20.9203	279571	0.0993572	0.0308255	0	0.0270193	0.00630061	0.00465556
1437	4925.25	440.75	72.5	24.857	20.9211	279583	0.0961341	0.0288585	0	0.026818	0.00625793	0.00465622
1438	4925.75	440.75	72.5	24.8576	20.9214	279589	0.0701143	0.014786	0	0.0240116	0.00560171	0.00465772
1439	4924.25	440.75	72.5	24.8589	20.9222	279600	0.0951115	0.0289584	0	0.0262368	0.00613022	0.00466007
1440	4924.25	440.75	72.5	24.8604	20.9232	279615	0.106394	0.0353235	0	0.0272868	0.00639138	0.00466982
1441	4925.25	440.75	72.5	24.8621	20.9241	279629	0.111694	0.0361095	0	0.0293005	0.00689886	0.00467958
1442	4925.75	440.75	72.5	24.8635	20.9251	279643	0.112932	0.0366928	0	0.029493	0.00694795	0.00468924
1443	4924.25	440.75	72.5	24.8637	20.9259	279653	0.110703	0.0345786	0	0.0298765	0.00704592	0.0046987
1444	4923.75	440.75	72.5	24.8648	20.9269	279666	0.113974	0.0387583	0	0.0285707	0.00671321	0.00470834
1445	4923.5	441	72.5	24.8658	20.9298	279680	0.105853	0.0343905	0	0.0276703	0.0064856	0.00471803
1446	4922.5	440.75	72.5	24.8585	20.9224	279612	0.0960918	0.028655	0	0.0269234	0.00630675	0.00472545
1447	4920.75	441	72.5	24.8597	20.9252	279625	0.0941919	0.0281181	0	0.0263609	0.00617774	0.00473505
1448	4923.5	441	72.5	24.8615	20.9262	279640	0.101821	0.0342375	0	0.0258061	0.00605141	0.00474469
1449	4924.75	441	72.5	24.8631	20.9271	279655	0.101191	0.0325555	0	0.0266651	0.00626588	0.00475427
1450	4924.75	441	72.5	24.8646	20.9282	279670	0.105293	0.0354516	0	0.0266394	0.00626686	0.00476377
1451	4924.5	441	72.5	24.8662	20.9291	279684	0.119559	0.0412118	0	0.0295352	0.00700315	0.00477334
1452	4923	441.25	72.5	24.8677	20.932	279698	0.115983	0.0392058	0	0.0292034	0.00690787	0.00478285
1453	4922.5	441	72.5	24.8634	20.927	279663	0.115607	0.0397258	0	0.0286698	0.00676513	0.00479678
1454	4920.5	441.25	72.5	24.8644	20.9299	279676	0.112666	0.0379068	0	0.0285116	0.0067194	0.00480062
1455	4921	441.25	72.5	24.8661	20.9309	279691	0.106393	0.035358	0	0.027246	0.00640216	0.00481004
1456	4920.25	441.25	72.5	24.8674	20.9318	279705	0.113633	0.0393897	0	0.027952	0.00658321	0.00481936
1457	4920	441.25	72.5	24.869	20.9328	279719	0.118016	0.0402884	0	0.0294429	0.00695973	0.00482872
1458	4919.25	441.25	72.5	24.8703	20.9337	279734	0.103005	0.0332254	0	0.0270855	0.00636102	0.004838
1459	4919.25	441.25	72.5	24.8719	20.9346	279748	0.0957244	0.0299588	0	0.0258173	0.00606073	0.00484725
1460	4929.25	441.25	72.5	24.8735	20.9357	279763	0.106207	0.0347458	0	0.0275706	0.00649665	0.00485658
1461	4935.25	441.25	72.5	24.8747	20.9366	279776	0.0986197	0.0312769	0	0.0262992	0.00618997	0.00486577
1462	4939.5	441.25	72.5	24.8761	20.9375	279789	0.109534	0.0360694	0	0.0282487	0.00668138	0.00487497
1463	4943.75	441.25	72.5	24.8606	20.9242	279457	0.115935	0.0383998	0	0.0297221	0.00705853	0.00488051
1464	4948	441.25	72.5	24.8622	20.9251	279471	0.118389	0.0392565	0	0.0303144	0.00720792	0.00489241
1465	4954.25	441.25	72.5	24.8637	20.9259	279485	0.117677	0.0384488	0	0.030531	0.00725915	0.00490786
1466	4956.25	441.25	72.5	24.8646	20.9268	279496	0.11343	0.0354564	0	0.0305534	0.00726012	0.00493205
1467	4956	441.25	72.5	24.8642	20.9277	279502	0.115867	0.037427	0	0.0303694	0.00721084	0.00498427
1468	4957.25	441.25	72.5	24.8658	20.9285	279515	0.118429	0.0380803	0	0.0311478	0.00741468	0.011727
1469	4959.5	441.25	72.5	24.8671	20.9294	279528	0.117581	0.0377402	0	0.0309804	0.00736453	0.00817425
1470	4959	441.25	72.5	24.8676	20.9302	279537	0.107514	0.0328958	0	0.0294847	0.00696818	0.00838987
1471	4959.5	441.5	72.5	24.8691	20.933	279551	0.114576	0.0367501	0	0.0302188	0.00716507	0.0074108
1472	4960	441.5	72.5	24.8708	20.934	279565	0.111369	0.0361338	0	0.029107	0.00687424	0.00666128
1473	4960.25	441.5	72.5	24.8724	20.935	279581	0.10794	0.0358763	0	0.0276294	0.0065045	0.00496091
1474	4960.25	441.5	72.5	24.874	20.9359	279595	0.115463	0.0390114	0	0.0290899	0.00687657	0.00564146
1475	4961.5	441.5	72.5	24.8755	20.9368	279608	0.116571	0.0381144	0	0.030239	0.0071697	0.00536648
1476	4961.25	441.5	72.5	24.877	20.9377	279622	0.114501	0.0374696	0	0.0296933	0.00702324	0.00597794
1477	4961.25	441.5	72.5	24.8773	20.9386	279631	0.108636	0.0336326	0	0.0295147	0.00697568	0.00860424
1478	4961.75	441.5	72.5	24.8787	20.9394	279643	0.113536	0.0351286	0	0.0308339	0.00732356	0.0128464
1479	4961.5	441.5	72.5	24.8742	20.9362	279634	0.114254	0.0367253	0	0.0300864	0.00712352	0.0844556
1480	4963	441.5	72.5	24.8757	20.9371	279648	0.113363	0.0360868	0	0.0300991	0.00712443	0.0174717
1481	4962	441.5	72.5	24.8769	20.938	279660	0.111336	0.0362964	0	0.0289832	0.00683518	0.00799215
1482	4960.75	441.5	72.5	24.8773	20.9388	279670	0.111897	0.0344806	0	0.0305001	0.00722595	0.00533367
1483	4961	441.5	72.5	24.8784	20.9396	279681	0.10277	0.0310793	0	0.0284627	0.00669635	0.0057021
1484	4960.75	441.75	72.5	24.8785	20.9425	279692	0.103865	0.0324044	0	0.0280732	0.00660482	0.00544022
1485	4961	441.75	72.5	24.8787	20.9427	279694	0.057625	0.0078493	0	0.0229977	0.00540294	0.00476935
1486	4961.5	441.75	72.5	24.8778	20.9428	279692	0.0542204	0.00574873	0	0.0231396	0.0054405	0.00477243
1487	4964.25	441.75	72.5	24.8794	20.9438	279707	0.107987	0.0361663	0	0.0274446	0.00646989	0.00477985
1488	4965.5	441.75	72.5	24.8806	20.9447	279719	0.100026	0.0308591	0	0.0272634	0.00642628	0.00478725
1489	4965.25	441.75	72.5	24.8822	20.9457	279734	0.111873	0.038101	0	0.0279804	0.00660788	0.00479498
1490	4966	441.75	72.5	24.884	20.9467	279750	0.105164	0.0354872	0	0.0265473	0.00625248	0.00480416
1491	4966.5	441.75	72.5	24.8856	20.9477	279764	0.0988971	0.0308809	0	0.0267023	0.00629708	0.00481334
1492	4967.75	441.75	72.5	24.8873	20.9486	279779	0.0955579	0.0313412	0	0.0247521	0.00583567	0.00482251
1493	4967.25	441.75	72.5	24.8882	20.9493	279788	0.0794006	0.0215654	0	0.0237103	0.00559877	0.00483156
1494	4966.25	441.5	72.5	24.8793	20.9405	279719	0.0753169	0.0190181	0	0.0235018	0.00555726	0.00483927
1495	4965.25	441.5	72.5	24.8771	20.94	279704	0.114618	0.0415119	0	0.0269201	0.00638324	0.00484748
1496	4967.25	441.5	72.5	24.8783	20.9407	279714	0.0866856	0.0237612	0	0.0257192	0.00608191	0.00485658
1497	4968	441.5	72.5	24.8787	20.9417	279726	0.10461	0.0337313	0	0.0274635	0.00651898	0.00486532
1498	4970	441.25	72.5	24.8733	20.9355	279680	0.107428	0.0354537	0	0.0276315	0.0065649	0.00487421
1499	4970.25	441.25	72.5	24.8746	20.9363	279692	0.0939655	0.0283814	0	0.0260205	0.00616887	0.00488308
1500	4971.5	441.25	72.5	24.8762	20.9374	279709	0.100673	0.0335976	0	0.0256398	0.00608469	0.00489189
1501	4973.75	441.25	72.5	24.878	20.9384	279724	0.101801	0.0339129	0	0.0259623	0.0061707	0.00490073
1502	4973.75	441.25	72.5	24.8778	20.9393	279729	0.0911692	0.0275146	0	0.0252423	0.00600283	0.00490891
1503	4974	441.25	72.5	24.8785	20.9399	279739	0.0850355	0.0227861	0	0.0255578	0.00608736	0.00491762
1504	4974	441.25	72.5	24.879	20.9408	279748	0.0922065	0.0270686	0	0.026048	0.00621577	0.0049263
1505	4972	441.25	72.5	24.8805	20.9417	279762	0.106937	0.0353378	0	0.0274339	0.00657098	0.00493494
1506	4971.5	441.25	72.5	24.8819	20.9426	279775	0.0940269	0.0278666	0	0.026367	0.00630428	0.00494354
1507	4973	441.25	72.5	24.8831	20.9432	279785	0.081558	0.0219426	0	0.0244356	0.0058422	0.00495209
1508	4972.25	441.25	72.5	24.8829	20.9441	279796	0.0929202	0.0279296	0	0.0257728	0.00617568	0.00496015
1509	4972.75	441.25	72.5	24.8844	20.9451	279810	0.101348	0.0333499	0	0.0260879	0.00626266	0.00496846
1510	4974	441.25	72.5	24.8855	20.9461	279824	0.0983904	0.031562	0	0.025891	0.00622034	0.00497681
1511	4975.75	441.25	72.5	24.8872	20.9471	279839	0.102191	0.0340021	0	0.0260353	0.00626453	0.00498514
1512	4976	441.25	72.5	24.8886	20.9481	279853	0.0962323	0.0308706	0	0.025316	0.00609415	0.00499324
1513	4975	441.25	72.5	24.8897	20.9489	279865	0.0853756	0.0255123	0	0.0237626	0.00572635	0.00500142
1514	4977	441.25	72.5	24.8911	20.9497	279878	0.0883304	0.0264102	0	0.0245662	0.00592888	0.00500957
1515	4980.25	441.25	72.5	24.8907	20.9508	279886	0.0995775	0.0333299	0	0.0252101	0.00609587	0.00501723
1516	4983	441.25	72.5	24.8921	20.9516	279898	0.0874548	0.0258735	0	0.0244995	0.00593008	0.00502524
1517	4985.75	441.25	72.5	24.8929	20.9523	279908	0.0824451	0.0233909	0	0.0237976	0.00576846	0.00503317
1518	4985.5	441.25	72.5	24.8935	20.9532	279920	0.0912331	0.0285977	0	0.0244288	0.00593097	0.00504081
1519	4983.75	441.25	72.5	24.8923	20.9543	279926	0.101315	0.0342145	0	0.0254099	0.00618319	0.00504811
1520	4986.5	441.25	72.5	24.8936	20.9552	279939	0.0953297	0.0315291	0	0.0243702	0.00593212	0.00505575
1521	4987.25	441.25	72.5	24.8952	20.9562	279954	0.0925898	0.0301386	0	0.0240023	0.00585121	0.0050634
1522	4991.5	441.25	72.5	24.8971	20.9572	279969	0.0943256	0.0321012	0	0.0234719	0.00573135	0.005071
1523	4993.5	441	72.5	24.8955	20.955	279963	0.0888097	0.0266167	0	0.0245983	0.00601651	0.005078
1524	4993.75	440.75	72.5	24.8943	20.9531	279962	0.0874042	0.0273498	0	0.0234014	0.00573169	0.00508538
1525	4995	440.75	72.5	24.8954	20.9539	279974	0.0843439	0.0252526	0	0.0233655	0.005732	0.00509267
1526	4995.75	440.75	72.5	24.8967	20.9548	279987	0.0878552	0.0275139	0	0.0234927	0.00577208	0.00509988
1527	5000	440.75	72.5	24.8983	20.9556	280000	0.106722	0.0375897	0	0.0256325	0.0063166	0.00510716
1528	5002.75	440.75	72.5	24.9	20.9566	280014	0.0955063	0.0309481	0	0.0248109	0.00610233	0.00511431
1529	5004.75	441	72.5	24.9009	20.9594	280025	0.107522	0.0366362	0	0.0266677	0.00658666	0.00512128
1530	5004.75	441	72.5	24.9022	20.9601	280036	0.106986	0.0346754	0	0.0277536	0.00686735	0.00512832
1531	5007.25	441	72.5	24.9035	20.9609	280048	0.106168	0.0348595	0	0.027243	0.00672693	0.00513524
1532	5005.5	441	72.75	24.9033	20.9613	280051	0.0730381	0.0176373	0	0.0231825	0.00569659	0.0051417
1533	5004.75	441	72.75	24.9033	20.9614	280052	0.0497737	0.00339888	0	0.0229856	0.00565749	0.00514847
1534	5005.75	441	72.75	24.9038	20.9619	280059	0.073309	0.0169856	0	0.0237643	0.00585673	0.00515503
1535	5008	441	72.75	24.9042	20.9624	280065	0.076168	0.0187771	0	0.0238917	0.00589756	0.00516147
1536	5006.5	441	72.75	24.9052	20.9633	280078	0.0954437	0.0295764	0	0.0257009	0.00636484	0.0051678
1537	5008.75	441	72.75	24.9066	20.9641	280091	0.0997451	0.0316172	0	0.0263547	0.00654439	0.00517434
1538	5011.5	441	72.75	24.9078	20.9649	280102	0.104408	0.0343716	0	0.0266962	0.00663657	0.00518081
1539	5012.75	441	72.75	24.909	20.9657	280113	0.0955846	0.0296967	0	0.0256772	0.00636705	0.0051872
1540	5012.25	441	72.75	24.908	20.9659	280110	0.0591678	0.011179	0	0.0209661	0.0052081	0.0051932
1541	5013.25	441	72.75	24.9096	20.9669	280124	0.114745	0.0418966	0	0.0264857	0.00659211	0.0051995
1542	5014.25	441	72.75	24.911	20.9677	280137	0.105717	0.0367996	0	0.0256591	0.00636861	0.00520569
1543	5015	440.75	72.75	24.9086	20.9653	280124	0.0758298	0.0200109	0	0.0228538	0.00566115	0.00521135
1544	5018	440.5	72.75	24.9059	20.963	280115	0.0905643	0.0281997	0	0.0242836	0.00602526	0.00521639
1545	5018.25	440.5	72.75	24.9073	20.9639	280129	0.0957915	0.0311662	0	0.0247498	0.00615258	0.00522236
1546	5020.25	440.5	72.75	24.9089	20.9648	280142	0.0947704	0.0304758	0	0.0247302	0.00615335	0.00522834
1547	5019	440.5	72.75	24.9102	20.9656	280155	0.103106	0.0348561	0	0.0257185	0.00641541	0.00523421
1548	5019	440.5	72.75	24.9112	20.9665	280167	0.0911316	0.0284366	0	0.0243827	0.00607012	0.00524
1549	5021.75	440.5	72.75	24.9122	20.967	280176	0.0757593	0.0187227	0	0.023688	0.00590472	0.00524575
1550	5020.25	440.25	72.5	24.8349	20.8894	279922	0.0859824	0.0262193	0	0.0234285	0.0058326	0.00523792
1551	5023.25	440.25	72.5	24.8354	20.8899	279928	0.0663818	0.0142434	0	0.0222745	0.00555664	0.00524348
1552	5037.25	440.25	72.5	24.8361	20.8902	279934	0.063739	0.0133426	0	0.0216153	0.00540447	0.00524886
1553	5040	440.25	72.5	24.8363	20.8911	279943	0.0856212	0.0251562	0	0.0239664	0.00599614	0.00525381
1554	5040	440.5	72.5	24.8377	20.894	279957	0.0928903	0.0295593	0	0.024423	0.00612218	0.00525925
1555	5042.5	440.75	72.5	24.8393	20.8968	279971	0.0964932	0.0309016	0	0.0252236	0.00633825	0.00526464
1556	5044	440.75	72.5	24.8406	20.8976	279982	0.10005	0.0338957	0	0.0248702	0.00625154	0.00526995
1557	5043.75	440.75	72.5	24.842	20.8984	279996	0.110672	0.0385575	0	0.0267613	0.00674769	0.00527522
1558	5045.5	440.75	72.5	24.8436	20.8993	280009	0.112019	0.0386903	0	0.0273162	0.00689054	0.00528046
1559	5044.75	440.5	72.5	24.8418	20.8972	279997	0.0944552	0.0286614	0	0.0257905	0.00647454	0.00528549
1560	5046.25	440.25	72.5	24.8413	20.896	280000	0.0949356	0.0307343	0	0.0245965	0.00616849	0.00529053
1561	5046	440.25	72.5	24.8415	20.8965	280006	0.0692677	0.0152649	0	0.0229388	0.00575615	0.00529536
1562	5044.5	440.25	72.5	24.8419	20.8971	280014	0.0758351	0.019388	0	0.0232232	0.00583651	0.00530026
1563	5046.75	440.25	72.5	24.8415	20.8975	280017	0.0648667	0.0138559	0	0.0217678	0.00548345	0.00530513
1564	5048.5	440	72.5	24.8381	20.8946	280011	0.084599	0.026042	0	0.0228271	0.00575484	0.00530886
1565	5051.5	440	72.5	24.839	20.8952	280020	0.074062	0.0200995	0	0.021851	0.00552028	0.00531358
1566	5052.5	440	72.5	24.8404	20.8963	280035	0.0924964	0.030722	0	0.0233934	0.00591579	0.00531805
1567	5053.25	440	72.5	24.8417	20.897	280046	0.100821	0.0339506	0	0.0251619	0.00638425	0.0053227
1568	5055.75	439.75	72.5	24.8325	20.8875	279990	0.105167	0.0357254	0	0.0260259	0.00660973	0.00532716
1569	5055.25	439.75	72.5	24.8335	20.8883	280002	0.100453	0.0343653	0	0.0247098	0.00625402	0.00533163
1570	5056.5	439.75	72.5	24.8346	20.8892	280014	0.0938779	0.0304768	0	0.0242272	0.0061261	0.00533612
1571	5055.75	439.75	72.5	24.8358	20.8902	280028	0.0939384	0.0307889	0	0.0240362	0.00608457	0.00534042
1572	5056	439.75	72.5	24.837	20.891	280041	0.0892346	0.0284763	0	0.0233603	0.00591883	0.00534465
1573	5054.5	439.75	72.5	24.838	20.8918	280053	0.0817356	0.0242073	0	0.0226904	0.00575727	0.00534896
1574	5055	439.75	72.5	24.8391	20.8928	280066	0.091884	0.0304117	0	0.0232907	0.00591874	0.00535321
1575	5056.5	439.5	72.5	24.8358	20.8893	280045	0.0542638	0.00724016	0	0.0213801	0.00544563	0.00535681
1576	5058	439.5	72.5	24.837	20.8902	280058	0.0902961	0.0277406	0	0.0243499	0.00621066	0.00536094
1577	5060.25	439.5	72.5	24.8384	20.8911	280072	0.090371	0.0278377	0	0.0243138	0.00620985	0.00536497
1578	5059.75	439.5	72.5	24.838	20.892	280076	0.0850541	0.0253517	0	0.0234663	0.00599703	0.00536855
1579	5064	439.5	72.5	24.8396	20.8929	280090	0.0927915	0.0298594	0	0.0240742	0.00616409	0.00537255
1580	5067	439.5	72.5	24.8408	20.8938	280104	0.0880544	0.0279907	0	0.0230803	0.00591198	0.00537647
1581	5070.5	439.5	72.5	24.8418	20.8944	280113	0.0727112	0.019146	0	0.021797	0.00559166	0.00538031
1582	5074.25	439.5	72.5	24.843	20.8952	280124	0.0978803	0.0333094	0	0.0241296	0.00620185	0.00538415
1583	5077	439.5	72.5	24.8443	20.8959	280135	0.0811715	0.0232556	0	0.023028	0.00590887	0.00538793
1584	5078.75	439.5	72.5	24.8451	20.8968	280148	0.0892109	0.0286806	0	0.0231483	0.00594938	0.00539141
1585	5080	439.25	72.5	24.8405	20.892	280086	0.0603548	0.0124234	0	0.0204994	0.00528451	0.0053936
1586	5079.75	439.25	72.5	24.8417	20.8927	280097	0.0975327	0.0336701	0	0.0237034	0.00610962	0.00539717
1587	5083.75	439.25	72.5	24.843	20.8934	280109	0.094388	0.0312117	0	0.023883	0.00615288	0.00540074
1588	5084.25	439.25	72.5	24.8439	20.8942	280119	0.0960998	0.0328674	0	0.0235706	0.00606882	0.00540419
1589	5086.5	439.25	72.5	24.8455	20.895	280133	0.0868266	0.0279793	0	0.0224807	0.00578209	0.0054076
1590	5086.25	439.25	72.5	24.847	20.896	280147	0.0872232	0.0280715	0	0.0226032	0.00582283	0.00541096
1591	5085.25	439.25	72.5	24.8484	20.8968	280160	0.0933142	0.0309852	0	0.0235156	0.00606947	0.00541427
1592	5085.5	439.25	72.5	24.8497	20.8975	280171	0.0969543	0.0328296	0	0.0239933	0.00619752	0.00541754
1593	5087	439.25	72.5	24.851	20.8983	280183	0.0966018	0.0318492	0	0.0244963	0.0063285	0.00542076
1594	5087	439	72.5	24.8478	20.8947	280174	0.0878584	0.0266942	0	0.0238477	0.00615445	0.00542156
1595	5087.5	439	72.5	24.849	20.8955	280186	0.0946449	0.0314756	0	0.0238116	0.00615474	0.00542465
1596	5090	439	72.5	24.8495	20.8959	280192	0.0697678	0.0146308	0	0.0234927	0.00607062	0.00542757
1597	5089.25	439	72.5	24.8502	20.8966	280201	0.0947847	0.028974	0	0.0255726	0.00664195	0.00543054
1598	5090.25	439	72.5	24.8514	20.8973	280213	0.100636	0.0325615	0	0.0259135	0.00673525	0.00543355
1599	5090.75	439	72.5	24.8527	20.8981	280225	0.0848087	0.024382	0	0.0239632	0.00619848	0.00543645
1600	5091.75	439	72.5	24.8539	20.8989	280238	0.0899655	0.0282588	0	0.0237655	0.00615537	0.00543922
1601	5092.25	438.75	72.5	24.8486	20.8931	280186	0.0979502	0.0314801	0	0.0253671	0.00659518	0.00544012
1602	5089.5	438.75	72.5	24.8492	20.894	280197	0.092632	0.0284749	0	0.0248883	0.00646014	0.00544289
1603	5094	438.75	72.5	24.8506	20.8948	280210	0.0921384	0.0288819	0	0.0243702	0.00632706	0.00544569
1604	5094.25	438.75	72.5	24.8518	20.8956	280222	0.0985735	0.0324396	0	0.0250052	0.00650438	0.00544841
1605	5092.75	438.75	72.5	24.8532	20.8964	280235	0.0909766	0.0287754	0	0.0238903	0.00619709	0.00545108
1606	5092.75	438.75	72.5	24.8524	20.8969	280233	0.0664424	0.0157599	0	0.021069	0.00546994	0.00545335
1607	5092	438.75	72.5	24.8537	20.8977	280245	0.0904577	0.0287239	0	0.0236663	0.006152	0.00545595
1608	5091.5	438.75	72.5	24.855	20.8985	280258	0.0899646	0.0288607	0	0.0233357	0.00606691	0.00545852
1609	5090.75	438.75	72.5	24.8564	20.8993	280271	0.0850416	0.0256724	0	0.0231632	0.00602442	0.00546105
1610	5090.75	438.75	72.5	24.858	20.9003	280286	0.0881909	0.0286019	0	0.0226582	0.00589879	0.00546354
1611	5093.25	438.75	72.5	24.8585	20.9013	280297	0.0888984	0.0286814	0	0.0229372	0.00597881	0.00546565
1612	5095.75	438.75	72.5	24.8599	20.9021	280310	0.0821485	0.0249129	0	0.0222838	0.00581288	0.00546803
1613	5097.75	438.75	72.5	24.8615	20.903	280324	0.0893294	0.0290681	0	0.0228695	0.0059731	0.0054704
1614	5098	438.75	72.5	24.8626	20.9038	280336	0.0805561	0.0236567	0	0.0223779	0.00584786	0.00547274
1615	5100.5	438.75	72.5	24.8622	20.9045	280342	0.089778	0.0290026	0	0.023119	0.00605023	0.0054748
1616	5101.25	438.75	72.5	24.8598	20.9053	280341	0.0835834	0.0262583	0	0.0220355	0.00576361	0.00547648
1617	5103	438.5	72.5	24.8582	20.9041	280337	0.0876364	0.0286839	0	0.0223118	0.00584211	0.00547863
1618	5107.75	438.5	72.5	24.8595	20.905	280350	0.0855136	0.0265615	0	0.0227439	0.00596133	0.0054808
1619	5110.5	438.5	72.5	24.861	20.9058	280363	0.0801316	0.0244129	0	0.0216391	0.00567537	0.00548293
1620	5111.75	438.5	72.5	24.8621	20.9065	280374	0.0902538	0.0292799	0	0.0231421	0.00607814	0.00548498
1621	5112.5	438.5	72.5	24.8626	20.9073	280385	0.0884266	0.0286879	0	0.0226745	0.00595303	0.005487
1622	5114.5	438.5	72.5	24.8632	20.9079	280393	0.0949891	0.0312038	0	0.0240826	0.00633566	0.00548881
1623	5114.25	438.5	72.5	24.8644	20.9088	280406	0.0875237	0.0282712	0	0.0225313	0.00591206	0.00549075
1624	5118.75	438.5	72.5	24.8647	20.9092	280412	0.064122	0.0131414	0	0.0217347	0.00571054	0.00549264
1625	5121.75	438.5	72.5	24.8657	20.9099	280422	0.0944156	0.0318021	0	0.023396	0.00615985	0.00549451
1626	5124.25	438.5	72.5	24.867	20.9108	280435	0.0828807	0.0262016	0	0.0217193	0.00570832	0.00549626
1627	5125	438.5	72.5	24.8685	20.9117	280449	0.0842109	0.0271718	0	0.0216861	0.00570701	0.00549801
1628	5125.75	438.5	72.5	24.8675	20.9124	280448	0.0955333	0.0328773	0	0.02319	0.00611267	0.00549961
1629	5127.75	438.75	72.5	24.8679	20.9151	280457	0.0942475	0.0310175	0	0.0238468	0.00628525	0.00550136
1630	5126.75	438.75	72.5	24.8693	20.916	280470	0.0868018	0.0283069	0	0.0221528	0.00582451	0.00550303
1631	5127.5	438.75	72.5	24.8705	20.9169	280483	0.083214	0.0267169	0	0.0215177	0.00566555	0.00550466
1632	5129.25	438.75	72.5	24.8707	20.9176	280490	0.0906465	0.0303925	0	0.0225536	0.00594455	0.00550584
1633	5130.75	438.75	72.5	24.872	20.9184	280502	0.0814577	0.0250837	0	0.0217944	0.00574264	0.0055074
1634	5131.25	438.75	72.5	24.8731	20.9192	280515	0.080078	0.0248184	0	0.0213102	0.00562284	0.00550894
1635	5131.75	438.75	72.5	24.8744	20.9202	280528	0.0870779	0.0286546	0	0.022029	0.00581691	0.00551035
1636	5133.75	438.75	72.5	24.8755	20.9209	280539	0.0967457	0.0334055	0	0.0233927	0.0061879	0.00551181
1637	5136.5	438.75	72.5	24.8768	20.9216	280550	0.0900918	0.030313	0	0.0223364	0.0058956	0.00551327
1638	5136.75	438.75	72.5	24.8783	20.9225	280564	0.0869839	0.0287942	0	0.021893	0.00577495	0.00551467
1639	5137.5	438.75	72.5	24.8785	20.9232	280571	0.0899514	0.0302281	0	0.0223247	0.00589666	0.00551588
1640	5139.5	439	72.5	24.8798	20.9259	280582	0.0962529	0.0327971	0	0.0235738	0.00623357	0.00551726
1641	5141.75	439	72.5	24.8804	20.9266	280590	0.0947962	0.0312761	0	0.02392	0.00632133	0.0055186
1642	5142.75	438.75	72.5	24.8797	20.9253	280589	0.0839913	0.0273227	0	0.0214731	0.00565829	0.00551971
1643	5143	438.75	72.5	24.8811	20.9261	280601	0.0851036	0.0274733	0	0.0218943	0.00577781	0.00552097
1644	5144.5	438.5	72.5	24.8784	20.9232	280589	0.0900768	0.0303019	0	0.0223339	0.00589863	0.00552123
1645	5145	438.5	72.5	24.8787	20.9239	280598	0.0922768	0.0306887	0	0.0231194	0.0061073	0.00552227
1646	5147.5	438.5	72.5	24.8799	20.9246	280609	0.0900797	0.0293532	0	0.0229878	0.00606582	0.00552346
1647	5146.5	438.5	72.5	24.8812	20.9253	280620	0.0958148	0.0324323	0	0.02362	0.00623709	0.00552464
1648	5148	438.5	72.5	24.8825	20.926	280632	0.0968086	0.0326245	0	0.0239661	0.00632496	0.00552578
1649	5145.75	438.5	72.5	24.8837	20.9268	280643	0.0952302	0.0317206	0	0.0238358	0.00628208	0.00552692
1650	5144.5	438.5	72.5	24.8849	20.9275	280654	0.0978208	0.0327947	0	0.0243397	0.00641488	0.00552801
1651	5144	438.5	72.5	24.8862	20.9282	280666	0.0965974	0.031668	0	0.0245276	0.00646038	0.00552915
1652	5141.75	438.25	72.5	24.8853	20.927	280672	0.0978614	0.0313208	0	0.0253622	0.00668875	0.0055292
1653	5141	438	72.25	24.8606	20.902	280435	0.0991716	0.0322482	0	0.0253586	0.00668228	0.00552361
1654	5143.75	438	72.25	24.8618	20.9027	280446	0.0889245	0.0292786	0	0.0225163	0.00589926	0.00552471
1655	5152.25	438	72.25	24.863	20.9034	280456	0.0917795	0.0303539	0	0.0231452	0.00606583	0.00552587
1656	5152.75	438.25	72.25	24.8636	20.9061	280466	0.0965982	0.0323023	0	0.0241144	0.00632414	0.00552686
1657	5150	438.25	72.25	24.8648	20.9068	280478	0.0979232	0.0320045	0	0.0249473	0.00654802	0.00552795
1658	5149	438.25	72.25	24.861	20.9046	280453	0.0974883	0.0319237	0	0.0248002	0.00650234	0.00552688
1659	5147.5	438.25	72.25	24.8623	20.9054	280465	0.100729	0.0334325	0	0.0253154	0.00663985	0.00552796
1660	5148.75	438.25	72.25	24.8634	20.9061	280475	0.096929	0.0302513	0	0.0256747	0.00673346	0.00552907
1661	5148	438	72.25	24.8499	20.8921	280365	0.09561	0.0300552	0	0.0251899	0.0065901	0.00552653
1662	5147.25	438	72.25	24.8505	20.8928	280374	0.0970859	0.0310618	0	0.0252105	0.00659087	0.00552758
1663	5150.5	438	72.25	24.8517	20.8936	280384	0.0974836	0.0310665	0	0.0254007	0.00663755	0.00552942
1664	5151.5	438	72.25	24.8529	20.8942	280396	0.0973557	0.0307063	0	0.025588	0.00668457	0.00553252
