iter	sum1	sum10	sum30	ba	ba10	agb	gpp	npp	rday	rnight	rstem	litterfall
764	5080.75	441.25	72.25	24.8231	20.8541	279916	0.0933612	0.0328282	0	0.0224782	0.00551947	0.00573926
765	5081	441.25	72.25	24.8241	20.855	279928	0.0880089	0.0290726	0	0.0224913	0.00552022	0.00574132
766	5082	441.25	72.25	24.8251	20.856	279940	0.0932488	0.032093	0	0.022929	0.00563699	0.00574303
767	5080.5	441.25	72.25	24.8267	20.8571	279955	0.0927363	0.0301186	0	0.0240431	0.00591825	0.005745
768	5082.25	441.25	72.25	24.8282	20.8578	279967	0.0991515	0.0348619	0	0.023859	0.00587837	0.00574703
769	5081.25	441.25	72.25	24.8293	20.8587	279979	0.101828	0.0366977	0	0.0238893	0.00587918	0.00574894
770	5083.5	441.25	72.25	24.831	20.8596	279993	0.088518	0.0289773	0	0.0228005	0.00560158	0.00575081
771	5081.75	441.25	72.25	24.8322	20.8605	280006	0.0949106	0.032794	0	0.0232434	0.0057202	0.00575257
772	5081.25	441.25	72.25	24.8332	20.8616	280020	0.0902376	0.0306661	0	0.0224546	0.00552612	0.00575414
773	5082.5	441.25	72.25	24.8346	20.8624	280032	0.0936076	0.0316799	0	0.0233767	0.00576184	0.00575592
774	5081.25	441.25	72.25	24.8351	20.8632	280040	0.0777502	0.0221915	0	0.0222783	0.00548961	0.00575742
775	5082	441.5	72.25	24.8365	20.8659	280053	0.0798266	0.0223131	0	0.0231896	0.00572342	0.00575911
776	5082.75	441.5	72.25	24.8379	20.8668	280066	0.082382	0.0241382	0	0.0231539	0.00572416	0.00576077
777	5083.75	441.5	72.25	24.8383	20.8675	280074	0.0712436	0.0184383	0	0.0217129	0.0053787	0.00576236
778	5083	441.5	72.25	24.8394	20.8683	280086	0.0782703	0.0222709	0	0.0224513	0.00556888	0.00576381
779	5085.25	441	72.25	24.833	20.8619	280053	0.0822497	0.0253126	0	0.0222584	0.00553059	0.00576509
780	5085	441.25	72.25	24.8335	20.8647	280062	0.0944548	0.0322887	0	0.0233236	0.00580632	0.00576649
781	5088	441.25	72.25	24.8342	20.865	280068	0.0600455	0.0127075	0	0.020265	0.00505543	0.00576792
782	5089	441.5	72.25	24.8343	20.8681	280077	0.0907378	0.0319856	0	0.021732	0.0054184	0.00576927
783	5091	441.5	72.25	24.8358	20.8689	280090	0.0778765	0.0236738	0	0.0212614	0.00530784	0.00577068
784	5090	441.5	72.25	24.8373	20.8697	280102	0.0995655	0.0357253	0	0.0234002	0.00584948	0.00577208
785	5089.75	441.5	72.25	24.8386	20.8706	280115	0.08088	0.0242272	0	0.0223287	0.00557325	0.00577337
786	5090.75	441.5	72.25	24.8394	20.8715	280126	0.0803995	0.0241595	0	0.0221376	0.00553541	0.00577448
787	5092.25	441.75	72.25	24.8396	20.8744	280137	0.0860622	0.0279302	0	0.0222563	0.00557457	0.00577572
788	5092.75	441.75	72.25	24.8397	20.8751	280141	0.0723595	0.0199499	0	0.0211544	0.00531105	0.00577645
789	5092	441.75	72.25	24.8394	20.876	280148	0.0909851	0.0312313	0	0.0223396	0.00561424	0.00577736
790	5095	441.75	72.25	24.8406	20.8766	280157	0.0694199	0.0181499	0	0.0209717	0.00527546	0.0057785
791	5096	441.75	72.25	24.8409	20.877	280163	0.0588993	0.0121642	0	0.0200518	0.00506095	0.00577951
792	5092.5	441.75	72.25	24.8419	20.878	280176	0.0807071	0.0250227	0	0.021654	0.00546207	0.00578032
793	5093.75	441.75	72.25	24.8426	20.8788	280187	0.0796086	0.0242986	0	0.0216174	0.00546272	0.00578108
794	5094.75	441.75	72.25	24.8433	20.8796	280197	0.0745568	0.0212478	0	0.0212791	0.00538813	0.00578206
795	5096.75	442	72.25	24.8441	20.8824	280207	0.0887238	0.0291908	0	0.0226183	0.00573542	0.00578272
796	5100	442	72.25	24.8454	20.8831	280217	0.0936988	0.0308243	0	0.0238825	0.00606323	0.00578367
797	5101.5	441.75	72.25	24.8413	20.881	280200	0.0972045	0.0341825	0	0.0232658	0.00589756	0.00578405
798	5103.5	441.75	72.25	24.8424	20.8816	280209	0.0752078	0.0192371	0	0.0229791	0.00581719	0.00578487
799	5105.75	442	72.25	24.8435	20.8843	280220	0.0762252	0.0202284	0	0.0227853	0.0057775	0.0057856
800	5107.25	442	72.25	24.8447	20.885	280230	0.0939453	0.0305581	0	0.0241743	0.00615	0.00578637
801	5108	442	72.25	24.8386	20.8807	280196	0.0798665	0.0227828	0	0.0227672	0.00577835	0.0057868
802	5108.75	442.25	72.25	24.8401	20.8835	280209	0.100571	0.0349753	0	0.0243175	0.00619381	0.00578753
803	5110.75	442.25	72.25	24.8416	20.8843	280221	0.101253	0.0351765	0	0.0245113	0.00623779	0.00578822
804	5112.25	442.25	72.25	24.8432	20.8852	280234	0.0830316	0.0260868	0	0.0220171	0.00558379	0.00578883
805	5112	442.25	72.25	24.8429	20.8852	280234	0.0457947	0.00385235	0	0.0198993	0.00506812	0.00578937
806	5113	442.25	72.25	24.8439	20.886	280244	0.0942787	0.0317607	0	0.0235038	0.00598526	0.00578982
807	5115.75	442.25	72.25	24.8433	20.8867	280248	0.0988495	0.033516	0	0.0244911	0.00624009	0.00579036
808	5116.75	442.25	72.25	24.8448	20.8876	280261	0.0870284	0.0282281	0	0.0224584	0.00570317	0.00579086
809	5119	442.25	72.25	24.8461	20.8883	280272	0.0964466	0.0315857	0	0.024663	0.00628531	0.00579136
810	5117	442	72.25	24.8454	20.8871	280274	0.091753	0.0296911	0	0.0237218	0.0060299	0.00579163
811	5117.25	442	72.25	24.8456	20.8877	280280	0.0736655	0.0197937	0	0.0218463	0.00554926	0.00579171
812	5119.25	442	72.25	24.8466	20.8884	280291	0.0733992	0.0200816	0	0.0215082	0.00547332	0.00579206
813	5122.5	442	72.25	24.8479	20.8892	280303	0.0742789	0.0209485	0	0.0213236	0.00543599	0.00579243
814	5123.75	442.25	72.25	24.8488	20.8919	280313	0.0945066	0.0322109	0	0.0232906	0.00594908	0.00579279
815	5126.5	442.25	72.25	24.8493	20.8921	280317	0.0541543	0.00934894	0	0.0196986	0.00503801	0.00579312
816	5127	442.25	72.25	24.8491	20.8927	280322	0.0637082	0.0153385	0	0.0200985	0.00514372	0.00579314
817	5128.5	442.25	72.25	24.8499	20.8934	280331	0.0725795	0.020292	0	0.0209461	0.00536239	0.00579333
818	5129.5	442.25	72.25	24.8503	20.8944	280341	0.0866982	0.0284397	0	0.0221171	0.00566846	0.00579342
819	5131.25	442.25	72.25	24.8512	20.8953	280351	0.077042	0.0230455	0	0.0211815	0.0054383	0.0057936
820	5130.5	442.25	72.25	24.8508	20.8953	280350	0.0361107	0.000596201	0	0.0191194	0.00493569	0.00579354
821	5130	442.25	72.25	24.8509	20.8954	280352	0.0479434	0.00549847	0	0.0195108	0.00503908	0.00579367
822	5131.5	442.25	72.25	24.8503	20.896	280356	0.0733656	0.0199516	0	0.0215234	0.00555223	0.00579369
823	5134	442	72.25	24.8403	20.8854	280265	0.0901626	0.0295153	0	0.0230038	0.00594802	0.00579036
824	5136.25	442	72.25	24.8412	20.8863	280277	0.0871897	0.0287703	0	0.0220946	0.00570617	0.00579016
825	5140.25	442.25	72.25	24.8425	20.8891	280290	0.0823987	0.0254487	0	0.0220711	0.00570692	0.00579025
826	5141	442.25	72.25	24.8417	20.8895	280292	0.0576463	0.0110531	0	0.0201108	0.00521553	0.00579022
827	5140	442.25	72.25	24.8428	20.8904	280306	0.0832665	0.0259199	0	0.0221524	0.00574685	0.0057902
828	5141.75	442.25	72.25	24.8431	20.891	280313	0.0666179	0.0158735	0	0.0210664	0.00547509	0.00579014
829	5144.25	442.25	72.25	24.8448	20.8919	280328	0.0828089	0.026125	0	0.0217767	0.00566812	0.00579007
830	5146.75	442.25	72.25	24.8461	20.8927	280339	0.0853939	0.0270834	0	0.0223498	0.00582788	0.00579
831	5151	442.25	72.25	24.8477	20.8935	280352	0.100105	0.035553	0	0.0235865	0.00616073	0.00578996
832	5153.75	442.25	72.25	24.8489	20.8942	280363	0.0748375	0.0210063	0	0.021471	0.0055918	0.0057898
833	5156.75	442.25	72.25	24.8495	20.8946	280368	0.0596872	0.0122035	0	0.0202598	0.00529061	0.0057896
834	5159	442.5	72.25	24.8507	20.8973	280380	0.0974199	0.0334968	0	0.023697	0.00620484	0.00578937
835	5161.25	442.5	72.25	24.851	20.8982	280387	0.0817707	0.0250174	0	0.0220264	0.00575005	0.0057891
836	5164.5	442.5	72.25	24.8523	20.8989	280398	0.0730617	0.0209267	0	0.0206559	0.00540299	0.00578883
837	5165.25	442.75	72.25	24.8535	20.9016	280410	0.072994	0.0200655	0	0.0212088	0.0055549	0.00578848
838	5163.25	442.5	72	24.833	20.8812	280225	0.0524638	0.00741816	0	0.0201343	0.00528398	0.00578276
839	5165.25	442.5	72	24.8337	20.8817	280232	0.0633962	0.0139208	0	0.020824	0.00546952	0.00578239
840	5169	442.75	72	24.835	20.8844	280243	0.082532	0.026234	0	0.021526	0.00566175	0.00578202
841	5172.5	442.75	72	24.8359	20.8852	280255	0.0789192	0.0241478	0	0.0212263	0.00558398	0.0057815
842	5172.75	442.75	72	24.8364	20.8859	280264	0.0927478	0.0309709	0	0.0231572	0.00611029	0.00578095
843	5177.75	443	72	24.8379	20.8887	280275	0.0978051	0.0337891	0	0.0236481	0.00623947	0.00578055
844	5178.5	443	72	24.8391	20.8894	280286	0.0911234	0.0306773	0	0.0225947	0.00594477	0.00578
845	5179.5	443	72	24.8398	20.8902	280296	0.0994259	0.0346259	0	0.0238582	0.00628441	0.00577932
846	5180.25	443	72	24.841	20.8908	280306	0.0891865	0.0283508	0	0.0232656	0.00611344	0.00577876
847	5183.5	443	72	24.8422	20.8914	280315	0.0887468	0.0275653	0	0.023591	0.0061995	0.00577817
848	5183.25	443	72	24.8428	20.8921	280324	0.0854722	0.0263979	0	0.0228321	0.00598894	0.00577754
849	5184.25	443	72	24.8425	20.8928	280328	0.0865722	0.0276113	0	0.0225309	0.00590681	0.00577645
850	5184.75	442.75	72	24.8394	20.89	280316	0.0675706	0.0165551	0	0.0210214	0.00551126	0.00577503
851	5185.75	442.5	72	24.8336	20.885	280292	0.0794432	0.0226908	0	0.0224813	0.0059062	0.00577274
852	5188.75	442.5	72	24.8344	20.8855	280300	0.0657557	0.0153728	0	0.0209513	0.00551121	0.00577203
853	5190.25	442.5	72	24.8354	20.8863	280312	0.0790773	0.0227453	0	0.0222584	0.00586591	0.00577104
854	5190.25	442.5	72	24.8363	20.8869	280321	0.0679072	0.0165254	0	0.0211767	0.00558829	0.00577029
855	5189.25	442.5	72	24.8366	20.8876	280328	0.0891776	0.0292134	0	0.0226423	0.00598902	0.00576956
856	5192.5	442.5	72	24.8381	20.8884	280340	0.0791708	0.0226472	0	0.0223584	0.00590723	0.00576888
857	5194.25	442.5	72	24.8384	20.889	280348	0.0706661	0.0176446	0	0.0217212	0.00574588	0.00576804
858	5193	442.5	72	24.8396	20.8896	280357	0.0898092	0.0281235	0	0.0236703	0.00628703	0.00576728
859	5191.75	442.5	72	24.8393	20.8904	280361	0.0801964	0.0229805	0	0.0226069	0.00598948	0.00576594
860	5192.75	442.5	72	24.8402	20.8909	280370	0.067835	0.0167921	0	0.0209392	0.00554998	0.00576513
861	5192.75	442.5	72	24.8406	20.8916	280376	0.0911143	0.0302332	0	0.0228502	0.00607212	0.00576424
862	5190	442.5	72	24.8402	20.8922	280380	0.0887201	0.0283045	0	0.0230273	0.00611492	0.00576329
863	5194.75	442.5	72	24.8415	20.8929	280390	0.0911242	0.0292752	0	0.0235122	0.00624411	0.00576251
864	5195.75	442.25	72	24.8367	20.8886	280359	0.0822711	0.0239853	0	0.0229087	0.00607229	0.0057594
865	5197.5	442.25	72	24.8378	20.8894	280369	0.0921383	0.0311253	0	0.0227384	0.00603101	0.00575851
866	5200	442.25	72	24.8373	20.89	280369	0.0905683	0.0290842	0	0.023382	0.0062012	0.0057577
867	5199	442	72	24.8234	20.8756	280260	0.0924407	0.0299326	0	0.0237007	0.00628069	0.00575301
868	5199.25	442	72	24.8245	20.8763	280270	0.0941536	0.0301658	0	0.0243565	0.00645802	0.00575213
869	5200.75	442.25	72	24.8252	20.8789	280280	0.0952705	0.0311484	0	0.0242256	0.00641414	0.00575113
870	5203	442.25	72	24.8262	20.8796	280289	0.0869173	0.0266647	0	0.0233142	0.00615362	0.00575019
871	5203.5	442.25	72	24.8275	20.8803	280300	0.0857985	0.0272235	0	0.0224051	0.00590359	0.00574927
872	5204.25	442.25	72	24.8287	20.8811	280313	0.0823816	0.0257402	0	0.0217826	0.00574286	0.00574833
873	5204.5	442.25	72	24.83	20.8819	280324	0.0769577	0.0230539	0	0.0210245	0.00554796	0.00574738
874	5205	442.25	72	24.8306	20.8825	280333	0.0665317	0.0166739	0	0.0204118	0.00539669	0.00574627
875	5205.5	442.25	72	24.8316	20.8832	280343	0.0723796	0.020358	0	0.0206698	0.00547206	0.00574534
876	5205	442.25	72	24.8325	20.8839	280352	0.0883007	0.0291323	0	0.0222675	0.0059054	0.00574426
877	5207.25	442.25	72	24.8338	20.8845	280363	0.0925668	0.0302772	0	0.0235178	0.00624282	0.00574336
878	5205.75	442.25	72	24.834	20.8852	280370	0.0909442	0.0300239	0	0.022926	0.00607277	0.0057424
879	5207.25	442.5	72	24.8354	20.888	280382	0.0846426	0.0273706	0	0.0217384	0.00574588	0.00574148
880	5207.25	442.5	72	24.8363	20.8886	280392	0.0876768	0.0281733	0	0.0226317	0.00599067	0.0057405
881	5205.5	442.5	72	24.8378	20.8895	280405	0.0832745	0.0268401	0	0.0214485	0.00566816	0.00573957
882	5204.25	442.5	72	24.8386	20.8903	280414	0.0775864	0.0237568	0	0.020835	0.00551381	0.00573858
883	5204.25	442.75	72	24.8394	20.893	280424	0.0692304	0.0194204	0	0.0197979	0.00525275	0.00573751
884	5204.5	442.5	72	24.8341	20.8884	280408	0.0736099	0.0214842	0	0.0204777	0.00543551	0.00573541
885	5205	442.25	72	24.8329	20.8867	280397	0.0738724	0.0219144	0	0.0203035	0.00539706	0.00573443
886	5210.5	442.25	72	24.8346	20.8876	280410	0.0788087	0.0243412	0	0.0209962	0.00558636	0.00573353
887	5211.5	442.25	72	24.8355	20.8884	280422	0.077123	0.0234153	0	0.0208192	0.0055464	0.00573245
888	5212.25	442.25	72	24.837	20.8893	280436	0.0789833	0.0253854	0	0.0203545	0.00543058	0.0057315
889	5211.5	442.25	72	24.8368	20.8902	280444	0.0842668	0.0280587	0	0.0210482	0.00561996	0.00572972
890	5214.5	442.25	72	24.8368	20.891	280448	0.075294	0.0224483	0	0.0205951	0.00550254	0.00572874
891	5215.5	442.25	72	24.837	20.8919	280457	0.0830673	0.0268552	0	0.0212901	0.0056941	0.00572769
892	5215.25	442.25	72	24.8379	20.8924	280465	0.0641778	0.0159989	0	0.0196961	0.00527452	0.00572668
893	5216.75	442.25	72	24.8362	20.8931	280466	0.071284	0.02038	0	0.0200852	0.00538216	0.005725
894	5218.75	442.25	72	24.8371	20.8937	280475	0.0833704	0.0282388	0	0.0204802	0.00549196	0.0057239
895	5221.75	442.25	72	24.8378	20.8945	280485	0.0735358	0.0217661	0	0.0202107	0.00541684	0.0057228
896	5225.5	442.25	72	24.8392	20.8954	280499	0.0792047	0.025137	0	0.0206077	0.0055295	0.00572171
897	5227.75	442.25	72	24.8404	20.896	280507	0.0823723	0.0256726	0	0.0217462	0.0058412	0.00572066
898	5227.75	442	72	24.8392	20.8944	280505	0.0804228	0.0260109	0	0.0205902	0.00552642	0.00571953
899	5231.25	442	72	24.8408	20.8952	280518	0.0795613	0.0251969	0	0.020736	0.00556493	0.0057184
900	5230.5	441.75	72	24.8351	20.889	280487	0.0772715	0.0252958	0	0.0195693	0.0052631	0.00571672
901	5235.5	441.75	72	24.8365	20.8897	280498	0.0697103	0.0204583	0	0.0192626	0.0051872	0.00571562
902	5239.5	441.75	72	24.8367	20.8905	280507	0.0671437	0.0202872	0	0.0181457	0.00490333	0.00571442
903	5239	441.75	72	24.8379	20.8914	280520	0.0745658	0.0241332	0	0.0190612	0.00514263	0.00571323
904	5241.25	442	72	24.8393	20.8941	280531	0.0683335	0.0204151	0	0.0186226	0.00503243	0.00571205
905	5244.5	442	72	24.8405	20.8949	280543	0.0710932	0.0215908	0	0.0191357	0.00516905	0.0057108
906	5245.5	442	72	24.8404	20.8955	280546	0.0838937	0.0283233	0	0.0206458	0.00557316	0.00570944
907	5244.75	442	72	24.8416	20.8962	280557	0.090014	0.0310829	0	0.0216808	0.00585087	0.0057082
908	5245.75	442	72	24.8428	20.8969	280567	0.082544	0.0271177	0	0.0208312	0.00561324	0.00570694
909	5245.75	442	72	24.8437	20.8974	280575	0.0632133	0.0170708	0	0.01847	0.00498984	0.00570566
910	5248.5	442	72	24.8443	20.898	280582	0.0853703	0.0297548	0	0.0203759	0.00549809	0.00570433
911	5249.75	442	72	24.8453	20.8988	280592	0.0691741	0.0200539	0	0.0192753	0.00520209	0.005703
912	5254	442	72	24.8465	20.8994	280602	0.0834902	0.0273989	0	0.0210818	0.00569218	0.0057017
913	5255	442	72	24.8478	20.9	280612	0.0889276	0.0298814	0	0.0219791	0.00593451	0.00570038
914	5257	441.75	72	24.8462	20.8985	280606	0.0794735	0.0249714	0	0.0208304	0.00561453	0.00569841
915	5257	441.75	72	24.8471	20.8991	280615	0.0868713	0.0286693	0	0.0218245	0.00589408	0.00569693
916	5256.75	441.75	72	24.8483	20.8998	280625	0.0868367	0.0288367	0	0.0216987	0.00585404	0.00569554
917	5259.5	441.75	72	24.8497	20.9006	280638	0.0776244	0.0242918	0	0.0204154	0.00550064	0.00569415
918	5260.75	441.75	72	24.8512	20.9015	280651	0.0787625	0.0259487	0	0.0198204	0.00535058	0.00569274
919	5261.5	441.75	72	24.8511	20.9021	280656	0.0885996	0.0305419	0	0.0213715	0.00577327	0.00569133
920	5262.25	441.75	72	24.8509	20.9028	280662	0.0908902	0.030583	0	0.0224316	0.00606083	0.00568939
921	5264	441.75	72	24.852	20.9035	280672	0.085584	0.0277213	0	0.0218629	0.00589584	0.005688
922	5265.25	441.75	72	24.853	20.9041	280681	0.0856092	0.0274948	0	0.0220319	0.0059375	0.00568653
923	5265.25	441.75	72	24.8543	20.9047	280691	0.0882191	0.0297318	0	0.0217561	0.0058564	0.00568513
924	5264.25	441.75	72	24.8555	20.9054	280701	0.0877901	0.0291823	0	0.0219301	0.00589785	0.00568373
925	5263.25	441.75	72	24.8566	20.906	280712	0.0882545	0.0296958	0	0.0218067	0.0058578	0.00568233
926	5263	441.75	72	24.8575	20.9067	280721	0.0844179	0.0276322	0	0.0213906	0.00573792	0.0056809
927	5261.25	441.75	72	24.8586	20.9073	280731	0.0799723	0.0259882	0	0.020397	0.00546676	0.00567946
928	5262.5	441.75	72	24.8598	20.908	280741	0.0869525	0.0291884	0	0.0215363	0.00577911	0.00567808
929	5261.75	441.75	72	24.8602	20.9087	280750	0.0892755	0.0303472	0	0.0218564	0.00586035	0.00567656
930	5262.25	441.75	72	24.86	20.9094	280747	0.0911597	0.0311909	0	0.022183	0.00594271	0.00567518
931	5262.75	441.75	72	24.8605	20.9101	280755	0.0897586	0.0303955	0	0.0220636	0.00590236	0.00567381
932	5262.5	441.5	72	24.8553	20.9047	280733	0.0817956	0.0269617	0	0.0206165	0.00550567	0.00567028
933	5262.5	441.5	72	24.8566	20.9054	280744	0.0912486	0.031427	0	0.0220722	0.00590161	0.00566891
934	5265.5	441.5	72	24.8578	20.9061	280754	0.0897884	0.0303673	0	0.0221039	0.00590237	0.0056677
935	5264.5	441.5	72	24.8579	20.9069	280762	0.0778553	0.0254015	0	0.0198052	0.00528312	0.00566609
936	5262	441.5	72	24.8591	20.9076	280772	0.0856956	0.0294373	0	0.0207904	0.00554651	0.00566481
937	5262	441.5	72	24.8588	20.9082	280776	0.0908174	0.0303726	0	0.0225948	0.00602816	0.00566342
938	5261	441.5	72	24.8587	20.9089	280780	0.0884684	0.0298031	0	0.021872	0.00582339	0.00566194
939	5260.5	441.5	72	24.8586	20.9095	280779	0.0858957	0.0281936	0	0.0217478	0.00578347	0.00565981
940	5260.75	441.5	72	24.8598	20.9102	280789	0.0900795	0.0304294	0	0.0222207	0.00590567	0.0056586
941	5260.25	441.5	72	24.8609	20.911	280800	0.0934228	0.0318353	0	0.0228582	0.00607244	0.00565743
942	5261.75	441.5	72	24.8622	20.9116	280811	0.0923381	0.0303541	0	0.0233533	0.00620086	0.00565629
943	5260.75	441.5	72	24.8635	20.9123	280822	0.0926781	0.0305541	0	0.0233847	0.00620164	0.00565514
944	5260.25	441.5	72	24.8647	20.913	280832	0.0922865	0.0297813	0	0.0237278	0.006289	0.00565401
945	5257	441.5	72	24.8659	20.9137	280842	0.0933447	0.0295508	0	0.0243876	0.0064666	0.0056529
946	5254.5	441.5	72	24.8672	20.9144	280853	0.0977173	0.0318596	0	0.0248969	0.00660328	0.00565187
947	5250.75	441.5	72	24.8674	20.9151	280862	0.0964803	0.0302338	0	0.0254153	0.00674277	0.00565065
948	5249.75	441.5	72	24.8686	20.9158	280872	0.0964531	0.0299318	0	0.0256122	0.00679052	0.00564968
949	5251.75	441.75	72	24.8699	20.9184	280883	0.0950569	0.0305861	0	0.0245221	0.00646971	0.00564872
950	5251.25	441.75	72	24.8712	20.9191	280894	0.0971072	0.0307862	0	0.0253588	0.00669872	0.00564779
951	5249	441.75	72	24.8724	20.9198	280904	0.0940428	0.0290798	0	0.0250719	0.00660735	0.00564686
952	5248	441.75	72	24.8731	20.9203	280912	0.0831808	0.0240309	0	0.0233613	0.006123	0.00564652
953	5247	441.75	72	24.8739	20.921	280922	0.0945714	0.0317829	0	0.0234968	0.00616614	0.005645
954	5244.5	442	72	24.875	20.9236	280932	0.0887681	0.0281401	0	0.0232217	0.00608204	0.00564417
955	5244.75	442.25	72	24.8759	20.9263	280942	0.0948632	0.0309803	0	0.02419	0.00634102	0.00564336
956	5242.5	442.25	72	24.8771	20.927	280953	0.0988146	0.0325173	0	0.0250239	0.00656546	0.00564255
957	5240	442.25	72	24.8767	20.9278	280956	0.0980181	0.0316744	0	0.0252238	0.00661182	0.00564168
958	5240	442.25	72.25	24.8776	20.9284	280965	0.0912084	0.0275872	0	0.0247766	0.00647659	0.005641
959	5239	442.25	72.25	24.8785	20.9291	280975	0.0988483	0.0304696	0	0.026436	0.00694217	0.00564037
960	5236.75	442.25	72.25	24.8797	20.9298	280985	0.100111	0.0300631	0	0.0273055	0.00718791	0.00563977
961	5233.25	442.5	72.25	24.8809	20.9324	280996	0.0994397	0.0300516	0	0.0270071	0.00708985	0.00564089
962	5232	442.5	72.25	24.8821	20.9331	281006	0.100061	0.0301915	0	0.02721	0.00714005	0.00564386
963	5229.5	442.75	72.25	24.8832	20.9357	281016	0.0927168	0.0274863	0	0.0255864	0.00666275	0.00564837
964	5225	442.75	72.25	24.8828	20.9364	281023	0.096769	0.0305283	0	0.0254498	0.00661714	0.00566467
965	5223.25	442.5	72	24.8293	20.8843	279801	0.0933317	0.0300438	0	0.0241564	0.00625175	0.00563854
966	5222.75	442.5	72	24.8305	20.885	279812	0.097561	0.0310564	0	0.0254793	0.00660905	0.00563243
967	5231.25	442.5	72	24.8318	20.8858	279823	0.102708	0.0338773	0	0.0260096	0.00674877	0.00564911
968	5231	442.5	72	24.833	20.8865	279834	0.102487	0.0331791	0	0.0263828	0.00684395	0.00568989
969	5231	442.5	72	24.8343	20.8873	279846	0.101697	0.0315834	0	0.0270928	0.00703736	0.008803
970	5231.25	442.5	72	24.8357	20.888	279857	0.101761	0.0323315	0	0.0266268	0.00689346	0.00588887
971	5228.75	442.5	72	24.8356	20.8887	279862	0.102948	0.0321145	0	0.0273368	0.00708792	0.0271297
972	5226.5	442.5	72	24.8368	20.8894	279872	0.091665	0.0290574	0	0.0240775	0.00617123	0.00565437
973	5226	442.5	72	24.8381	20.8902	279884	0.100049	0.0334602	0	0.0250739	0.00643408	0.00574453
974	5223.75	442.25	71.75	24.8196	20.873	279609	0.10094	0.0323619	0	0.0262454	0.00674833	0.00573515
975	5221	442.75	71.75	24.8059	20.8646	279493	0.100515	0.0320469	0	0.0262643	0.00674437	0.00602455
976	5222.75	442.75	71.75	24.8071	20.8652	279503	0.0933384	0.0286929	0	0.0251449	0.00642581	0.014326
977	5226.75	442.75	71.75	24.8068	20.8658	279507	0.0932682	0.0286152	0	0.0251706	0.00642638	0.0303633
978	5226.25	442.75	71.75	24.808	20.8665	279518	0.0912493	0.029307	0	0.0237393	0.00603844	0.00594532
979	5224.75	442.75	71.75	24.8092	20.8672	279528	0.0870313	0.0263335	0	0.0237634	0.00603919	0.00561757
980	5224.75	442.75	71.75	24.81	20.8677	279535	0.0735353	0.0196546	0	0.0218784	0.00555783	0.00551289
981	5222	442.75	71.75	24.8105	20.8684	279543	0.0906223	0.0286548	0	0.0238832	0.00608232	0.00548896
982	5220.5	442.5	71.75	24.8086	20.8668	279532	0.0906348	0.0288713	0	0.0237441	0.00604072	0.00548907
983	5219.75	442.25	71.75	24.807	20.8646	279530	0.101076	0.0328018	0	0.0260378	0.00665649	0.00548864
984	5218	442.25	71.75	24.8066	20.8653	279536	0.0957812	0.0309944	0	0.02476	0.0062979	0.00548905
985	5217.5	442.25	71.75	24.8081	20.8662	279548	0.101963	0.034071	0	0.0256102	0.00652087	0.00548983
986	5217.5	442.25	71.75	24.8096	20.867	279561	0.103744	0.0352665	0	0.0256507	0.00652184	0.00549069
987	5215.75	442.25	71.75	24.8108	20.8678	279574	0.107037	0.0362838	0	0.0265284	0.00675282	0.00549194
988	5213.5	442	71.75	24.8057	20.8622	279546	0.106401	0.0345378	0	0.0274155	0.00699077	0.00551803
989	5210	442	71.75	24.807	20.863	279559	0.0989499	0.0346471	0	0.0238073	0.00600294	0.0054926
990	5211.25	441.75	71.75	24.8011	20.8581	279525	0.0923834	0.0307248	0	0.0233554	0.00587745	0.00549109
991	5211	441.75	71.75	24.8026	20.8589	279539	0.104301	0.036195	0	0.0253155	0.00638811	0.00549212
992	5209	441.75	71.75	24.8034	20.8596	279548	0.0830496	0.0255094	0	0.0224656	0.00563968	0.00549313
993	5206.75	441.75	71.75	24.804	20.8604	279557	0.0977075	0.0341761	0	0.0235451	0.00592072	0.00549423
994	5205.75	441.5	71.75	24.8018	20.8576	279539	0.0961532	0.0328174	0	0.0237372	0.00596175	0.00549407
995	5203.25	441.25	71.75	24.8003	20.8562	279534	0.100074	0.0336278	0	0.0250646	0.00630221	0.00549453
996	5201.25	441.25	71.75	24.8017	20.8571	279547	0.104906	0.0354966	0	0.0260987	0.00657078	0.0054958
997	5199.75	441.25	71.75	24.8022	20.858	279557	0.10729	0.0368723	0	0.0263033	0.00661743	0.00549691
998	5197	441.25	71.75	24.8018	20.8588	279564	0.108287	0.0360091	0	0.0273681	0.00689945	0.00549825
999	5194	441.25	71.75	24.8033	20.8597	279578	0.111091	0.0368923	0	0.0281033	0.00709452	0.00549956
1000	5192.75	441	71.75	24.7996	20.8553	279552	0.108555	0.0363644	0	0.027268	0.00685278	0.00549909
1001	5189.75	441	71.75	24.8011	20.8562	279566	0.110971	0.0369793	0	0.0280015	0.00704658	0.00550053
1002	5187.5	441	71.75	24.8027	20.8571	279580	0.111262	0.0371275	0	0.0280468	0.00704772	0.00550231
1003	5184.5	441	71.75	24.8041	20.8579	279592	0.107424	0.0328297	0	0.0291416	0.00734825	0.00550481
1004	5183.75	441	71.75	24.8056	20.8587	279605	0.109117	0.0352786	0	0.0282951	0.00709898	0.00550907
1005	5182.5	441	71.75	24.8071	20.8596	279618	0.110909	0.0356984	0	0.0288647	0.00724927	0.00551738
