iter	LAI
1874	5.29571
1875	5.28693
1876	5.27819
1877	5.27015
1878	5.26143
1879	5.25262
1880	5.25341
1881	5.24449
1882	5.23601
1883	5.24367
1884	5.25136
1885	5.25301
1886	5.24414
1887	5.2506
1888	5.24868
1889	5.24026
1890	5.22223
1891	5.21387
1892	5.20523
1893	5.19658
1894	5.20248
1895	5.2083
1896	5.19995
1897	5.20591
1898	5.20399
1899	5.204
1900	5.19519
1901	5.18632
1902	5.17794
1903	5.17084
1904	5.17479
1905	5.18145
1906	5.17302
1907	5.16432
1908	5.15576
1909	5.14683
1910	5.13823
1911	5.12945
1912	5.12052
1913	5.11132
1914	5.10739
1915	5.10216
1916	5.10814
1917	5.11334
1918	5.12074
1919	5.11248
1920	5.10498
1921	5.10805
1922	5.10057
1923	5.10803
1924	5.11524
1925	5.10648
1926	5.09764
1927	5.08892
1928	5.08035
1929	5.08538
1930	5.07664
1931	5.08205
1932	5.07717
1933	5.06922
1934	5.06055
1935	5.05189
1936	5.05506
1937	5.04625
1938	5.03754
1939	5.02858
1940	5.01983
1941	5.0111
1942	5.01725
1943	5.0253
1944	5.01654
1945	5.02218
1946	5.0271
1947	5.03254
1948	5.02466
1949	5.03045
1950	5.02409
1951	5.01541
1952	5.00668
1953	4.99804
1954	4.98538
1955	4.97703
1956	4.98165
1957	4.98621
1958	4.99208
1959	4.9969
1960	5.003
1961	4.996
1962	4.98756
1963	4.97925
1964	4.97135
1965	4.97562
1966	4.97953
1967	4.97142
1968	4.9629
1969	4.96892
1970	4.97473
1971	4.98064
1972	4.98339
1973	4.97487
1974	4.96664
1975	4.95756
1976	4.95192
1977	4.94877
1978	4.95299
1979	4.94444
1980	4.94572
1981	4.93906
1982	4.93287
1983	4.92501
1984	4.90996
1985	4.9161
1986	4.92156
1987	4.92727
1988	4.93295
1989	4.93831
1990	4.94053
1991	4.94508
1992	4.93671
1993	4.92861
1994	4.921
1995	4.91399
1996	4.91091
1997	4.91719
1998	4.9237
1999	4.93
2000	4.93421
2001	4.93893
2002	4.94037
2003	4.93519
2004	4.92736
2005	4.93391
2006	4.92975
2007	4.93609
2008	4.92818
2009	4.9307
2010	4.92541
2011	4.91748
2012	4.92475
2013	4.93074
2014	4.9366
2015	4.94267
2016	4.94923
2017	4.95621
2018	4.96219
2019	4.9674
2020	4.9723
2021	4.98043
2022	4.97881
2023	4.98025
2024	4.9717
2025	4.96444
2026	4.95617
2027	4.95927
2028	4.95389
2029	4.95925
2030	4.96562
2031	4.97274
2032	4.98093
2033	4.98797
2034	4.995
2035	5.00025
2036	5.00756
2037	5.01458
2038	5.02243
2039	5.03042
2040	5.03598
2041	5.04263
2042	5.04829
2043	5.05504
2044	5.06098
2045	5.05251
2046	5.04863
2047	5.04266
2048	5.03435
2049	5.02761
2050	5.03403
2051	5.04081
2052	5.0474
2053	5.04094
2054	5.04801
2055	5.05464
2056	5.06256
2057	5.07048
2058	5.07789
2059	5.08457
2060	5.09137
2061	5.09884
2062	5.10621
2063	5.11168
2064	5.11699
2065	5.12409
2066	5.13005
2067	5.13653
2068	5.14261
2069	5.13567
2070	5.14236
2071	5.14962
2072	5.1563
2073	5.15433
2074	5.16037
2075	5.16483
2076	5.17043
2077	5.17579
2078	5.17349
2079	5.17426
2080	5.16949
2081	5.17837
2082	5.1846
2083	5.19127
2084	5.19836
2085	5.20504
2086	5.21291
2087	5.21926
2088	5.22415
2089	5.23064
2090	5.23684
2091	5.24354
2092	5.2511
2093	5.25674
2094	5.26193
2095	5.26775
2096	5.2748
2097	5.28155
2098	5.28652
2099	5.29142
2100	5.29688
2101	5.29039
2102	5.28551
2103	5.29501
2104	5.30163
2105	5.29512
2106	5.30338
2107	5.30983
2108	5.31786
2109	5.32335
2110	5.32987
2111	5.33723
2112	5.34333
2113	5.34969
2114	5.35606
2115	5.36001
2116	5.36415
2117	5.37152
2118	5.37704
2119	5.38272
2120	5.3847
2121	5.39161
2122	5.39788
2123	5.39707
2124	5.38904
2125	5.38191
2126	5.39232
2127	5.40024
2128	5.39307
2129	5.40086
2130	5.40671
2131	5.41352
2132	5.41915
2133	5.42445
2134	5.43103
2135	5.43716
2136	5.44155
2137	5.44494
2138	5.44909
2139	5.4514
2140	5.45475
2141	5.46106
2142	5.46592
2143	5.47219
2144	5.47562
2145	5.47755
2146	5.48373
2147	5.48916
2148	5.49359
2149	5.49852
2150	5.50255
2151	5.50083
2152	5.50274
2153	5.50432
2154	5.50885
2155	5.50564
2156	5.51073
2157	5.51468
2158	5.51953
2159	5.5243
2160	5.52613
2161	5.52573
2162	5.52326
2163	5.52766
2164	5.52819
2165	5.53257
2166	5.53299
2167	5.53605
2168	5.53894
2169	5.5391
2170	5.5317
2171	5.54038
2172	5.54444
2173	5.54864
2174	5.55194
2175	5.55025
2176	5.55481
2177	5.54764
2178	5.53801
2179	5.54258
2180	5.54941
2181	5.54202
2182	5.53484
2183	5.52008
2184	5.52224
2185	5.5296
2186	5.52252
2187	5.51982
2188	5.52639
2189	5.53088
2190	5.52867
2191	5.5228
2192	5.51761
2193	5.52096
2194	5.52803
2195	5.53536
2196	5.53818
2197	5.53719
2198	5.53792
2199	5.53393
2200	5.53572
2201	5.54255
2202	5.54863
2203	5.55333
2204	5.54605
2205	5.53949
2206	5.53682
2207	5.53953
2208	5.53199
2209	5.53747
2210	5.53091
2211	5.52331
2212	5.51587
2213	5.51278
2214	5.50468
2215	5.49793
2216	5.4903
2217	5.48593
2218	5.48682
2219	5.47919
2220	5.47151
2221	5.46398
2222	5.45711
2223	5.44951
2224	5.44195
2225	5.43308
2226	5.426
2227	5.43671
2228	5.43692
2229	5.42941
2230	5.42202
2231	5.41434
2232	5.40675
2233	5.3989
2234	5.39092
2235	5.38298
2236	5.37536
2237	5.36678
2238	5.359
2239	5.35835
2240	5.36086
2241	5.35298
2242	5.34518
2243	5.33737
2244	5.32945
2245	5.32175
2246	5.3145
2247	5.3082
2248	5.30041
2249	5.29287
2250	5.28497
2251	5.27708
2252	5.28587
2253	5.27874
2254	5.27082
2255	5.26368
2256	5.26145
2257	5.25442
2258	5.24708
2259	5.23931
2260	5.2463
2261	5.23813
2262	5.2302
2263	5.22217
2264	5.21414
2265	5.20661
2266	5.19793
2267	5.20421
2268	5.19615
2269	5.20599
2270	5.21133
2271	5.20337
2272	5.19531
2273	5.18787
2274	5.19621
2275	5.19601
2276	5.20141
2277	5.19283
2278	5.19966
2279	5.19153
2280	5.18333
2281	5.17622
2282	5.17233
2283	5.17938
2284	5.1856
2285	5.17979
2286	5.17188
2287	5.16434
2288	5.15788
2289	5.15353
2290	5.16037
2291	5.16169
2292	5.15358
2293	5.15145
2294	5.15415
2295	5.1517
2296	5.14506
2297	5.13682
2298	5.12939
2299	5.13161
2300	5.12568
2301	5.13087
2302	5.12309
2303	5.11486
2304	5.1067
2305	5.11377
2306	5.10558
2307	5.09827
2308	5.08999
2309	5.08082
2310	5.08296
2311	5.07488
2312	5.07855
2313	5.07039
2314	5.06244
2315	5.05415
2316	5.04607
2317	5.04933
2318	5.05539
2319	5.04802
2320	5.04993
2321	5.05721
2322	5.06437
2323	5.0646
2324	5.0714
2325	5.06381
2326	5.05628
2327	5.05913
2328	5.05778
2329	5.05321
2330	5.04495
2331	5.03651
2332	5.02815
2333	5.02261
2334	5.0261
2335	5.01811
2336	5.00994
2337	5.00337
2338	5.0058
2339	5.00895
2340	5.00079
2341	5.00593
2342	5.00031
2343	4.99276
2344	4.99924
2345	5.00258
2346	5.00888
2347	5.01506
2348	5.01211
2349	5.0145
2350	5.02059
2351	5.02342
2352	5.03024
2353	5.03691
2354	5.04417
2355	5.04904
2356	5.05493
2357	5.055
2358	5.06111
2359	5.0672
2360	5.07258
2361	5.0745
2362	5.08147
2363	5.0872
2364	5.08005
2365	5.07251
2366	5.07762
2367	5.07244
2368	5.06492
2369	5.07246
2370	5.07746
2371	5.08373
2372	5.08875
2373	5.08039
2374	5.08575
2375	5.09102
2376	5.08471
2377	5.07776
2378	5.07297
2379	5.07647
2380	5.0689
2381	5.06063
2382	5.05226
2383	5.05408
2384	5.06082
2385	5.05979
2386	5.0672
2387	5.07461
2388	5.08042
2389	5.08725
2390	5.09334
2391	5.09995
2392	5.1048
2393	5.10839
2394	5.10854
2395	5.11591
2396	5.12193
2397	5.12819
2398	5.13232
2399	5.13829
2400	5.14366
2401	5.14916
2402	5.15489
2403	5.1602
2404	5.16507
2405	5.17064
2406	5.17528
2407	5.17974
2408	5.18405
2409	5.18772
2410	5.1902
2411	5.19348
2412	5.19759
2413	5.19751
2414	5.19021
2415	5.19755
2416	5.19969
2417	5.20446
2418	5.19812
2419	5.20481
2420	5.1977
2421	5.20524
2422	5.21195
2423	5.21682
2424	5.22022
2425	5.22606
2426	5.23276
2427	5.23706
2428	5.24293
2429	5.24924
2430	5.25431
2431	5.26018
2432	5.26747
2433	5.27197
2434	5.27615
2435	5.28186
2436	5.28702
2437	5.2913
2438	5.29476
2439	5.29789
2440	5.30289
2441	5.30782
2442	5.31294
2443	5.3188
2444	5.32331
2445	5.32815
2446	5.33244
2447	5.33648
2448	5.34266
2449	5.34962
2450	5.35405
2451	5.35984
2452	5.36421
2453	5.36877
2454	5.37261
2455	5.37785
2456	5.38333
2457	5.38721
2458	5.39104
2459	5.39468
2460	5.39915
2461	5.40423
2462	5.4071
2463	5.41305
2464	5.4183
2465	5.42128
2466	5.42619
2467	5.4297
2468	5.43528
2469	5.43913
2470	5.4436
2471	5.44813
2472	5.45388
2473	5.45764
2474	5.44997
2475	5.45375
2476	5.46094
2477	5.46724
2478	5.46913
2479	5.47421
2480	5.47944
2481	5.48472
2482	5.49048
2483	5.49586
2484	5.5001
2485	5.50321
2486	5.50769
2487	5.51163
2488	5.51568
2489	5.52003
2490	5.52615
2491	5.53056
2492	5.53427
2493	5.54005
2494	5.53901
2495	5.54421
2496	5.5432
2497	5.5486
2498	5.55173
2499	5.54799
2500	5.54118
2501	5.55012
2502	5.55575
2503	5.56064
2504	5.5626
2505	5.5668
2506	5.5697
2507	5.56656
2508	5.56372
2509	5.56144
2510	5.55344
2511	5.56153
2512	5.56661
2513	5.56817
2514	5.57195
2515	5.57187
2516	5.57252
2517	5.56953
2518	5.57334
2519	5.57538
2520	5.57097
2521	5.56367
2522	5.56759
2523	5.57085
2524	5.56934
2525	5.56446
2526	5.56113
2527	5.55739
2528	5.55084
2529	5.54354
2530	5.53651
2531	5.52791
2532	5.52058
2533	5.5137
2534	5.51037
2535	5.50345
2536	5.49591
2537	5.49339
2538	5.48664
2539	5.4804
2540	5.49031
2541	5.48365
2542	5.4761
2543	5.47035
2544	5.46282
2545	5.45522
2546	5.44992
2547	5.44231
2548	5.43467
2549	5.42789
2550	5.4209
2551	5.4132
2552	5.40571
2553	5.39812
2554	5.40102
2555	5.40752
2556	5.40907
2557	5.40445
2558	5.39661
2559	5.38887
2560	5.38115
2561	5.39065
2562	5.38297
2563	5.37523
2564	5.3672
2565	5.35978
2566	5.36286
2567	5.35499
2568	5.35533
2569	5.3483
2570	5.3547
2571	5.35483
2572	5.34682
2573	5.33986
2574	5.332
2575	5.33243
2576	5.32608
2577	5.31932
2578	5.31406
2579	5.32263
2580	5.327
2581	5.31956
2582	5.31257
2583	5.30451
2584	5.297
2585	5.29083
2586	5.28192
2587	5.2871
2588	5.29251
2589	5.28556
2590	5.28105
2591	5.27303
2592	5.26477
2593	5.25763
2594	5.24958
2595	5.24734
2596	5.25768
2597	5.26379
2598	5.25612
2599	5.24894
2600	5.24124
2601	5.23319
2602	5.22505
2603	5.21686
2604	5.22416
2605	5.22327
2606	5.21699
2607	5.2093
2608	5.20172
2609	5.19481
2610	5.20504
2611	5.21394
2612	5.20611
2613	5.19852
2614	5.19043
2615	5.18219
2616	5.17543
2617	5.18472
2618	5.17657
2619	5.16953
2620	5.17601
2621	5.17726
2622	5.1758
2623	5.16764
2624	5.16013
2625	5.13816
2626	5.13057
2627	5.13656
2628	5.12991
2629	5.13661
2630	5.14204
2631	5.13413
2632	5.12624
2633	5.13272
2634	5.1383
2635	5.13106
2636	5.12557
2637	5.11942
2638	5.11093
2639	5.10295
2640	5.09531
2641	5.10034
2642	5.0922
2643	5.084
2644	5.07587
2645	5.07675
2646	5.07965
2647	5.09029
2648	5.08465
2649	5.09093
2650	5.08352
2651	5.07575
2652	5.06788
2653	5.06055
2654	5.05705
2655	5.04951
2656	5.04126
2657	5.04808
2658	5.0571
2659	5.05825
2660	5.06082
2661	5.05253
2662	5.04461
2663	5.05336
2664	5.04511
2665	5.03673
2666	5.04304
2667	5.04036
2668	5.04174
2669	5.03464
2670	5.02634
2671	5.01841
2672	5.01035
2673	5.00209
2674	4.99408
2675	5.00232
2676	5.00672
2677	4.99862
2678	4.99042
2679	4.98265
2680	4.97458
2681	4.96637
2682	4.95806
2683	4.96411
2684	4.95614
2685	4.94804
2686	4.93969
2687	4.93503
2688	4.93783
2689	4.92964
2690	4.93621
2691	4.92591
2692	4.91756
2693	4.90931
2694	4.90136
2695	4.89808
2696	4.90119
2697	4.90456
2698	4.89677
2699	4.89609
2700	4.88799
2701	4.88327
2702	4.87575
2703	4.8682
2704	4.86096
2705	4.86733
2706	4.86233
2707	4.86815
2708	4.87591
2709	4.87656
2710	4.883
2711	4.89046
2712	4.88795
2713	4.88751
2714	4.88191
2715	4.87617
2716	4.8782
2717	4.87149
2718	4.87784
2719	4.8834
2720	4.87588
2721	4.86941
2722	4.87501
2723	4.86691
2724	4.85912
2725	4.85409
2726	4.86173
2727	4.8695
2728	4.8768
2729	4.88335
2730	4.88752
2731	4.89332
2732	4.90004
2733	4.90532
2734	4.91104
2735	4.90403
2736	4.90416
2737	4.89924
2738	4.89499
2739	4.8869
2740	4.88037
2741	4.87988
2742	4.8863
2743	4.8943
2744	4.88839
2745	4.89502
2746	4.89896
2747	4.90525
2748	4.91065
2749	4.91556
2750	4.92137
2751	4.9263
2752	4.93281
2753	4.93856
2754	4.93903
2755	4.93902
2756	4.93203
2757	4.93488
2758	4.93557
2759	4.94198
2760	4.94749
2761	4.95437
2762	4.96076
2763	4.96313
2764	4.95486
2765	4.95139
2766	4.94672
2767	4.94006
2768	4.94673
2769	4.947
2770	4.95209
2771	4.9562
2772	4.96428
2773	4.97157
2774	4.97837
2775	4.98555
2776	4.99255
2777	4.99736
2778	4.99951
2779	5.00517
2780	5.0102
2781	5.0155
2782	5.02111
2783	5.02726
2784	5.03171
2785	5.03727
2786	5.04025
2787	5.04528
2788	5.04875
2789	5.05004
2790	5.04302
2791	5.05133
2792	5.05809
2793	5.06448
2794	5.07061
2795	5.07725
2796	5.08211
2797	5.08847
2798	5.09446
2799	5.10011
2800	5.10539
2801	5.10982
2802	5.1134
2803	5.11664
2804	5.12204
2805	5.12611
2806	5.13296
2807	5.13886
2808	5.14526
2809	5.15078
2810	5.15637
2811	5.16033
2812	5.1658
2813	5.1713
2814	5.17599
2815	5.17793
2816	5.18501
2817	5.19086
2818	5.19591
2819	5.20144
2820	5.20615
2821	5.2115
2822	5.21685
2823	5.22239
2824	5.22596
2825	5.23014
2826	5.23291
2827	5.23566
2828	5.24218
2829	5.2486
2830	5.25285
2831	5.25974
2832	5.26525
2833	5.27031
2834	5.27538
2835	5.27528
2836	5.27839
2837	5.283
2838	5.2871
2839	5.29033
2840	5.29526
2841	5.30134
2842	5.30532
2843	5.31058
2844	5.31533
2845	5.31925
2846	5.31494
2847	5.30792
2848	5.31774
2849	5.32586
2850	5.3319
2851	5.3358
2852	5.33945
2853	5.34653
2854	5.34911
2855	5.35635
2856	5.36162
2857	5.36685
2858	5.36295
2859	5.36644
2860	5.37007
2861	5.36548
2862	5.37382
2863	5.37843
2864	5.38271
2865	5.38747
2866	5.3882
2867	5.39374
2868	5.39642
2869	5.38954
2870	5.38284
2871	5.39383
2872	5.38866
2873	5.38167
2874	5.37465
2875	5.38084
2876	5.37789
2877	5.37127
2878	5.37081
2879	5.36702
2880	5.36056
2881	5.35526
2882	5.3645
2883	5.3712
2884	5.37481
2885	5.375
2886	5.38461
2887	5.3898
2888	5.39283
2889	5.39477
2890	5.39587
2891	5.38874
2892	5.39408
2893	5.40063
2894	5.40335
2895	5.40969
2896	5.41696
2897	5.4232
2898	5.42753
2899	5.43024
2900	5.4328
2901	5.42545
2902	5.42316
2903	5.42574
2904	5.4194
2905	5.41297
2906	5.42068
2907	5.4153
2908	5.4226
2909	5.41998
2910	5.4274
2911	5.43423
2912	5.44007
2913	5.43379
2914	5.43437
2915	5.43594
2916	5.44225
2917	5.44754
2918	5.45332
2919	5.45914
